UniqueCount	AmbigCount
0	0
0	0
45	234
32	173
164	126
0	0
44	0
31	0
14	0
0	0
26	0
0	0
69	0
121	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
5	77
0	60
1	65
0	53
6	13
0	2
0	18
0	21
4	0
0	0
0	0
0	0
0	0
0	0
0	0
7	3
5	2
0	0
6	0
3	40
25	811
115	1316
5	240
5	824
22	0
116	207
5	588
1	225
2	1537
2678	2481
0	1551
5	1228
21	663
0	493
25	1709
3	1093
179	301
452	3525
11	3525
1	65
1	0
0	8
0	8
0	5
0	4
0	0
0	0
0	0
2	0
0	0
0	0
0	0
1	1624
25	2412
62	425
64	1627
73	222
0	135
6	2063
35	739
0	0
2	0
0	0
1	0
0	30
0	30
1	7
0	17
1	11
0	0
0	0
0	0
8	0
0	0
1	170
0	324
282	20
0	19
0	1
76	3677
34	100
6	71
1	1584
0	3090
117	468
0	1286
28	16
2	334
2	27
6	94
2	354
67	29
0	543
4	0
4	7
1	0
2	22
0	74
0	74
0	73
0	0
0	1
0	48
0	45
0	10
0	73
0	7
0	5
0	8
0	4
0	0
0	0
2	15
0	0
0	0
0	0
0	0
680	2945
0	300
0	10
0	2129
0	0
0	662
313	0
42	146
35	2849
3	2746
10	296
0	0
0	0
0	0
19	0
1	0
3	0
40	0
0	0
174	0
0	0
1	0
0	0
0	0
0	15
0	17
0	20
1	19
0	4
0	2
0	7
0	0
0	1
1	0
0	0
0	0
4	11
2	12
0	41
0	4
0	0
0	0
0	0
0	0
0	0
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
994	2
1	33
0	33
0	2
0	6
0	27
9	4
3	5
0	466
5	1
0	5
2	0
0	5
0	0
128	118
6	118
0	24
4	10
0	40
3345	0
0	2
0	2
1	5
0	5
0	0
0	2
0	0
1	364
1	355
0	371
26	2
0	260
4	288
0	0
0	0
0	367
0	9
1	35
1	295
23	11
23	42
0	1
0	2
0	2
0	2
0	1
0	0
8	214
55	156
0	81
0	129
18	110
0	0
4	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
223	1952
0	1011
7	1109
0	602
102	1100
17	418
21	291
37	0
0	26
110	685
233	117
0	111
0	304
0	39
6	386
55	375
0	90
1	308
0	83
0	70
3	557
0	58
0	0
487	22
1	65
33	32
2	38
15	30
0	15
1	9
0	122
22	7
13	25
1	5
3	94
4672	7873
0	718
5	1068
156	395
11	53
0	0
7	5639
102	2
26	288
0	828
0	34
8	34
5	0
24	0
6	0
0	0
2	5
0	0
0	0
0	0
0	0
0	0
1473	1060
34	39
3	363
0	0
13	183
0	0
0	152
0	152
0	492
0	133
0	0
