task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
416	65/cea29f	16884999	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_5)	COMPLETED	0	2022-03-13 16:27:58.218	37m 7s	11m 36s	21.7%	5.3 MB	211.2 MB	4 GB	255 KB
451	3a/bddd17	16885031	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_1)	COMPLETED	0	2022-03-13 16:54:40.445	10m 25s	0ms	32.7%	2.7 MB	11.7 MB	3.3 MB	6.2 KB
454	63/af64a6	16885032	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KO_5)	COMPLETED	0	2022-03-13 16:54:40.550	10m 25s	1s	8.2%	1.6 MB	5.4 MB	3.4 MB	6.2 KB
453	df/d75fdc	16885035	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_3)	COMPLETED	0	2022-03-13 16:54:40.898	10m 54s	3s	2.6%	3 MB	11.9 MB	3.4 MB	6.2 KB
461	23/38ed13	16885036	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KI_1)	COMPLETED	0	2022-03-13 16:54:40.997	10m 54s	2s	2.8%	3 MB	11.9 MB	3.4 MB	6.2 KB
422	e7/3f4ef9	16885000	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_4)	COMPLETED	0	2022-03-13 16:27:58.329	38m 17s	12m 45s	26.6%	5.3 MB	211.2 MB	4.4 GB	255.2 KB
414	94/318bc4	16885002	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_4)	COMPLETED	0	2022-03-13 16:27:58.551	38m 22s	10m 29s	5.5%	3.5 MB	209.7 MB	4.2 GB	5.4 KB
427	75/5a01ba	16885004	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_2)	COMPLETED	0	2022-03-13 16:27:58.779	39m 52s	11m 59s	6.0%	3.5 MB	209.7 MB	4.6 GB	5.4 KB
408	aa/1f21de	16885009	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_5)	COMPLETED	0	2022-03-13 16:27:59.342	39m 51s	10m 14s	5.2%	3.5 MB	209.7 MB	4 GB	5.4 KB
419	74/e523a8	16885008	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_4)	COMPLETED	0	2022-03-13 16:27:59.230	41m 31s	11m 58s	22.0%	5.3 MB	211.2 MB	4.2 GB	253.6 KB
429	c5/9b86f7	16885010	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_2)	COMPLETED	0	2022-03-13 16:27:59.453	41m 56s	11m 57s	5.5%	3.5 MB	209.7 MB	4.8 GB	5.4 KB
479	cf/4e687c	16885044	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KO_2)	COMPLETED	0	2022-03-13 16:54:41.911	15m 18s	1s	6.7%	3 MB	11.9 MB	3.9 MB	6.2 KB
430	04/322cd2	16885011	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_1)	COMPLETED	0	2022-03-13 16:27:59.563	42m 36s	12m	5.6%	3.5 MB	209.7 MB	4.8 GB	5.4 KB
432	cf/65a835	16885012	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KI_2)	COMPLETED	0	2022-03-13 16:27:59.676	43m 21s	12m 44s	5.3%	3.5 MB	209.7 MB	5.1 GB	5.4 KB
431	72/c1e4ae	16885013	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_4)	COMPLETED	0	2022-03-13 16:27:59.790	43m 51s	11m 55s	5.6%	3.5 MB	209.7 MB	4.8 GB	5.4 KB
473	0f/a51085	16885048	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KI_4)	COMPLETED	0	2022-03-13 16:54:42.359	17m 53s	1s	5.3%	3 MB	11.9 MB	3.6 MB	6.2 KB
463	58/6e693c	16885049	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_5)	COMPLETED	0	2022-03-13 16:54:42.476	18m 23s	3s	2.3%	7 MB	16.1 MB	3.6 MB	6.2 KB
455	19/aeee50	16885033	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_1)	COMPLETED	0	2022-03-13 16:54:40.668	18m 40s	7m 43s	5.4%	3.5 MB	209.7 MB	3.2 GB	5.4 KB
459	b7/b4e911	16885034	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_3)	COMPLETED	0	2022-03-13 16:54:40.780	19m 15s	8m 19s	5.6%	3.5 MB	209.7 MB	3.5 GB	5.4 KB
450	8d/223c49	16885037	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_1)	COMPLETED	0	2022-03-13 16:54:41.110	19m 24s	8m	24.7%	5.1 MB	211.2 MB	3.2 GB	251.6 KB
478	fb/349db6	16885053	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_2)	COMPLETED	0	2022-03-13 16:54:42.933	19m 52s	1s	3.4%	2.7 MB	11.7 MB	3.7 MB	6.2 KB
434	2e/42f34a	16885014	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_1)	COMPLETED	0	2022-03-13 16:28:10.298	46m 45s	12m 57s	23.7%	5.4 MB	211.1 MB	4.8 GB	255.8 KB
458	a1/3fe89c	16885039	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_5)	COMPLETED	0	2022-03-13 16:54:41.339	20m 24s	8m 29s	6.2%	3.4 MB	209.7 MB	3.8 GB	5.4 KB
469	83/7b42f9	16885054	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KO_3)	COMPLETED	0	2022-03-13 16:54:43.034	20m 22s	0ms	6.9%	2.7 MB	11.7 MB	3.6 MB	6.2 KB
457	f4/b7942e	16885055	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KI_5)	COMPLETED	0	2022-03-13 16:54:43.149	20m 22s	1s	6.8%	2.7 MB	11.7 MB	3.6 MB	6.2 KB
452	11/1bf1a8	16885038	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_3)	COMPLETED	0	2022-03-13 16:54:41.224	20m 39s	9m 13s	23.2%	5.1 MB	210.9 MB	3.5 GB	252.3 KB
470	c9/bad088	16885058	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KO_4)	COMPLETED	0	2022-03-13 16:54:43.491	20m 47s	3s	3.0%	3 MB	11.9 MB	3.7 MB	6.2 KB
474	5c/807ced	16885059	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KI_3)	COMPLETED	0	2022-03-13 16:54:43.605	20m 47s	3s	2.1%	3 MB	11.9 MB	3.6 MB	6.2 KB
435	0b/60f3a7	16885016	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_4)	COMPLETED	0	2022-03-13 16:30:40.830	45m 14s	12m 23s	24.7%	5.2 MB	210.9 MB	4.8 GB	255.9 KB
460	66/abac5a	16885041	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KI_5)	COMPLETED	0	2022-03-13 16:54:41.571	22m 4s	8m 45s	5.9%	3.5 MB	209.7 MB	3.9 GB	5.4 KB
456	03/ee9164	16885040	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_5)	COMPLETED	0	2022-03-13 16:54:41.455	22m 29s	10m 34s	25.9%	5.3 MB	211.2 MB	3.8 GB	253.9 KB
436	c1/23cee0	16885017	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_2)	COMPLETED	0	2022-03-13 16:31:40.327	46m	13m 38s	23.9%	5.1 MB	211.2 MB	5.1 GB	256.7 KB
462	81/4bf01f	16885042	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_5)	COMPLETED	0	2022-03-13 16:54:41.685	23m 19s	10m 3s	29.7%	5.3 MB	211.2 MB	3.9 GB	255.2 KB
468	7c/887fa3	16885043	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_1)	COMPLETED	0	2022-03-13 16:54:41.800	25m 39s	10m 22s	23.7%	5.3 MB	211.2 MB	4 GB	254.1 KB
465	09/e73d3e	16885047	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KI_1)	COMPLETED	0	2022-03-13 16:54:42.245	26m 18s	9m 30s	5.6%	3.5 MB	209.7 MB	4 GB	5.4 KB
476	9d/1e907f	16885045	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KI_4)	COMPLETED	0	2022-03-13 16:54:42.012	26m 48s	11m	5.7%	3.5 MB	209.7 MB	4.6 GB	5.4 KB
487	1f/23ff63	16885069	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KO_1)	COMPLETED	0	2022-03-13 16:55:30.517	26m 25s	1s	4.5%	6.8 MB	15.7 MB	3.8 MB	6.2 KB
467	7b/1b87fe	16885046	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_5)	COMPLETED	0	2022-03-13 16:54:42.129	27m 23s	11m 7s	23.0%	5.3 MB	211.1 MB	4.2 GB	255 KB
319	36/247d8f	16884901	NFCORE_RNASEQ:RNASEQ:DUPRADAR (KO_2)	COMPLETED	0	2022-03-13 15:23:52.105	1h 59m 13s	1h 34m 46s	11.4%	585.4 MB	815.6 MB	42.5 GB	14.1 GB
491	1e/222b69	16885072	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_4)	COMPLETED	0	2022-03-13 16:56:00.378	27m 25s	2s	3.6%	3 MB	11.9 MB	3.8 MB	6.2 KB
492	0c/b7acb5	16885073	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KI_2)	COMPLETED	0	2022-03-13 16:56:35.367	27m 20s	1s	5.2%	3 MB	11.9 MB	3.9 MB	6.2 KB
466	c9/ddbb10	16885050	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_3)	COMPLETED	0	2022-03-13 16:54:42.588	29m 53s	11m 18s	5.3%	3.5 MB	209.7 MB	4.4 GB	5.4 KB
293	db/a09169	16884867	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_2)	COMPLETED	0	2022-03-13 15:09:15.355	2h 15m 25s	1h 54m 44s	10.1%	658.4 MB	882 MB	54.9 GB	23.5 GB
464	bd/c49e79	16885057	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_5)	COMPLETED	0	2022-03-13 16:54:43.375	31m 17s	10m 35s	5.6%	3.5 MB	209.7 MB	4.2 GB	5.4 KB
233	5f/f15c7e	16884811	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KI_5)	COMPLETED	0	2022-03-13 14:50:45.127	2h 35m 20s	3s	8.9%	20 MB	35.6 MB	20.2 MB	3.4 KB
471	aa/b47d5a	16885051	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_3)	COMPLETED	0	2022-03-13 16:54:42.703	31m 23s	12m 34s	21.6%	5.3 MB	211.2 MB	4.4 GB	254.6 KB
497	41/94bacd	16885079	NFCORE_RNASEQ:RNASEQ:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2022-03-13 17:14:27.406	11m 38s	721ms	32.4%	4.9 MB	12.5 MB	2 MB	9.3 KB
273	5c/74654e	16884851	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_5)	COMPLETED	0	2022-03-13 15:03:00.536	2h 23m 20s	3s	9.5%	20 MB	35.6 MB	20.2 MB	3.4 KB
252	5f/2bf942	16884830	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KI_1)	COMPLETED	0	2022-03-13 14:55:25.101	2h 31m	5s	6.2%	14.1 MB	29.6 MB	20.2 MB	3.4 KB
306	9d/06a7ac	16884884	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KO_4)	COMPLETED	0	2022-03-13 15:12:36.217	2h 13m 49s	4s	6.4%	20 MB	35.6 MB	20.2 MB	3.4 KB
307	b5/9d6a42	16884885	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KO_3)	COMPLETED	0	2022-03-13 15:12:50.157	2h 13m 35s	4s	7.6%	17.4 MB	31.6 MB	20.2 MB	3.4 KB
312	21/3be8b9	16884890	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KI_3)	COMPLETED	0	2022-03-13 15:23:40.887	2h 2m 45s	4s	7.0%	17.9 MB	33.6 MB	20.2 MB	3.4 KB
475	1a/ff5349	16885062	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KI_3)	COMPLETED	0	2022-03-13 16:54:43.931	31m 42s	10m 17s	5.8%	3.4 MB	209.7 MB	4.2 GB	5.4 KB
356	db/539a84	16884935	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KI_4)	COMPLETED	0	2022-03-13 15:36:20.221	1h 50m 15s	5s	5.5%	20 MB	35.6 MB	20.2 MB	3.4 KB
361	65/25c54b	16884940	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_2)	COMPLETED	0	2022-03-13 15:45:30.965	1h 41m 4s	4s	7.2%	20 MB	35.6 MB	20.2 MB	3.4 KB
381	57/52019e	16884962	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KO_2)	COMPLETED	0	2022-03-13 15:59:35.534	1h 27m	5s	5.6%	17.9 MB	33.6 MB	20.2 MB	3.4 KB
385	c2/a7c08a	16884966	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KO_1)	COMPLETED	0	2022-03-13 16:08:35.309	1h 18m	5s	5.5%	17.9 MB	33.6 MB	20.2 MB	3.4 KB
438	6e/2cf73b	16885019	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_4)	COMPLETED	0	2022-03-13 16:33:15.347	53m 20s	5s	5.6%	20 MB	35.6 MB	20.2 MB	3.4 KB
447	c1/b4c585	16885028	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (KI_2)	COMPLETED	0	2022-03-13 16:41:15.367	45m 20s	5s	5.7%	20 MB	35.6 MB	20.2 MB	3.4 KB
481	42/8a5b3a	16885052	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_4)	COMPLETED	0	2022-03-13 16:54:42.816	32m 18s	12m 56s	21.9%	5.3 MB	211.2 MB	4.6 GB	255.2 KB
482	ea/2ce83b	16885061	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_2)	COMPLETED	0	2022-03-13 16:54:43.817	33m 2s	12m 8s	5.7%	3.5 MB	209.7 MB	4.8 GB	5.4 KB
484	a6/5d0dfc	16885060	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_2)	COMPLETED	0	2022-03-13 16:54:43.720	33m 27s	12m 35s	5.4%	3.5 MB	209.7 MB	5 GB	5.4 KB
483	70/eaf042	16885056	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_2)	COMPLETED	0	2022-03-13 16:54:43.261	34m 2s	13m 17s	22.1%	5.3 MB	210.9 MB	4.8 GB	255.6 KB
480	d2/881421	16885064	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_3)	COMPLETED	0	2022-03-13 16:54:44.158	34m 1s	11m 10s	27.8%	5.1 MB	211.2 MB	4.2 GB	254.3 KB
472	d8/56797b	16885065	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_4)	COMPLETED	0	2022-03-13 16:54:44.273	34m 16s	10m 53s	5.4%	3.5 MB	209.7 MB	4.4 GB	5.4 KB
477	e4/a96890	16885066	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_4)	COMPLETED	0	2022-03-13 16:54:44.384	35m 16s	11m 50s	28.0%	5.3 MB	211.2 MB	4.4 GB	253.6 KB
486	19/04949f	16885063	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_1)	COMPLETED	0	2022-03-13 16:54:44.043	35m 51s	13m 29s	23.2%	5.3 MB	211.2 MB	5 GB	255.8 KB
490	8f/91c762	16885070	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_4)	COMPLETED	0	2022-03-13 16:55:30.631	38m 40s	12m 12s	5.6%	3.5 MB	209.7 MB	5 GB	5.4 KB
488	ef/8cc016	16885071	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KO_1)	COMPLETED	0	2022-03-13 16:55:51.654	38m 19s	11m 44s	5.9%	3.4 MB	209.7 MB	5 GB	5.4 KB
489	a6/0aa377	16885067	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_4)	COMPLETED	0	2022-03-13 16:55:15.358	39m 5s	13m 59s	22.1%	5.3 MB	211.2 MB	5 GB	255.9 KB
485	b3/c66903	16885068	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KO_2)	COMPLETED	0	2022-03-13 16:55:30.403	39m 50s	13m 59s	21.9%	5.3 MB	211.2 MB	5 GB	255.6 KB
493	c6/916fc1	16885074	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KI_2)	COMPLETED	0	2022-03-13 16:57:05.370	39m 45s	12m 39s	6.0%	3.5 MB	209.7 MB	5.3 GB	5.4 KB
494	cf/f55ca9	16885075	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KI_2)	COMPLETED	0	2022-03-13 16:57:05.487	41m 20s	13m 30s	24.0%	5.3 MB	211.1 MB	5.3 GB	256.7 KB
327	40/7e3087	16884906	NFCORE_RNASEQ:RNASEQ:DUPRADAR (KO_1)	COMPLETED	0	2022-03-13 15:25:15.542	2h 15m 55s	1h 37m 47s	11.2%	594.1 MB	855.1 MB	44.3 GB	15 GB
348	bf/1452c3	16884927	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_4)	COMPLETED	0	2022-03-13 15:32:15.253	2h 26m 40s	1h 49m 43s	10.5%	620.4 MB	868.2 MB	50 GB	19.4 GB
364	96/99d752	16884947	NFCORE_RNASEQ:RNASEQ:DUPRADAR (KI_2)	COMPLETED	0	2022-03-13 15:52:31.426	2h 9m 9s	1h 43m 6s	11.0%	620.8 MB	858 MB	46.5 GB	16.2 GB
154	ac/f2ee53	16884735	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KO_5)	COMPLETED	0	2022-03-13 14:34:56.375	4h 14m 14s	4h 13m 45s	9.3%	11.2 GB	39 GB	38.3 GB	33.7 GB
176	a1/046620	16884750	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KI_5)	COMPLETED	0	2022-03-13 14:36:31.049	6h 14m 10s	6h 11m 47s	6.3%	16.4 GB	39 GB	39.8 GB	35.1 GB
192	a2/0a8a1a	16884771	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KI_1)	FAILED	140	2022-03-13 14:42:40.858	8h 3m 51s	8h 27s	-	-	-	-	-
202	45/abd56c	16884779	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_5)	FAILED	140	2022-03-13 14:43:55.428	8h 5m 6s	8h 27s	-	-	-	-	-
231	b3/f6fcb3	16884806	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KO_3)	FAILED	140	2022-03-13 14:50:31.414	8h 8m 5s	8h 2s	-	-	-	-	-
261	61/bb47f9	16884837	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KI_3)	COMPLETED	0	2022-03-13 14:58:06.355	8h 2m 35s	7h 50m 31s	5.7%	9 GB	39 GB	42.5 GB	37.5 GB
249	92/7f9531	16884823	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KO_4)	FAILED	140	2022-03-13 14:52:11.271	8h 15m 25s	8h 21s	-	-	-	-	-
279	25/da0197	16884858	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KI_4)	FAILED	140	2022-03-13 15:06:40.946	8h 14m 31s	8h 7s	-	-	-	-	-
294	03/65b8ee	16884870	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_2)	FAILED	140	2022-03-13 15:09:15.764	8h 15m 56s	8h 17s	-	-	-	-	-
318	de/444cc3	16884897	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KO_2)	FAILED	140	2022-03-13 15:23:51.609	8h 15m 50s	8h 7s	-	-	-	-	-
328	4f/7024fd	16884904	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KO_1)	FAILED	140	2022-03-13 15:25:15.298	8h 18m 57s	8h 17s	-	-	-	-	-
351	c3/c2c6d0	16884929	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_4)	FAILED	140	2022-03-13 15:34:05.262	8h 31m 47s	8h 12s	-	-	-	-	-
370	b6/f2487a	16884949	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (KI_2)	FAILED	140	2022-03-13 15:52:31.680	8h 26m 25s	8h 12s	-	-	-	-	-
