task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	45/c35dae	16884489	NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet.csv)	COMPLETED	0	2022-03-13 10:31:50.566	3.7s	1s	84.8%	1.6 MB	5.4 MB	1.5 MB	2 KB
2	82/1c2935	16884491	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GUNZIP_GTF (Mus_musculus.GRCm39.105.gtf.gz)	COMPLETED	0	2022-03-13 10:31:50.786	8.5s	3.7s	57.8%	2.4 MB	7.2 MB	30 MB	818.4 MB
1	25/9844fd	16884490	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GUNZIP_FASTA (Mus_musculus.GRCm39.dna.primary_assembly.fa.gz)	COMPLETED	0	2022-03-13 10:31:50.678	28.6s	20.7s	61.0%	2.4 MB	7.2 MB	769.2 MB	2.6 GB
27	be/b52d06	16884507	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF2BED (Mus_musculus.GRCm39.105.gtf)	COMPLETED	0	2022-03-13 10:31:59.454	54.8s	28s	39.3%	1.8 GB	1.9 GB	818.6 MB	16.3 MB
30	d5/6930dd	16884509	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (Mus_musculus.GRCm39.dna.primary_assembly.fa)	COMPLETED	0	2022-03-13 10:32:20.406	48.9s	46s	16.8%	2.9 MB	11.9 MB	2.6 GB	7.6 KB
29	bc/0f91a4	16884508	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (Mus_musculus.GRCm39.dna.primary_assembly.fa)	COMPLETED	0	2022-03-13 10:32:20.281	1m 4s	57s	14.7%	992.5 MB	1003.4 MB	3.4 GB	818.4 MB
22	0e/e030fb	16884502	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WT_1)	COMPLETED	0	2022-03-13 10:31:55.828	3m 53s	3m 20s	187.2%	613.1 MB	3.3 GB	4.4 GB	4.6 MB
24	5e/ca2181	16884503	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WT_3)	COMPLETED	0	2022-03-13 10:31:55.959	4m 3s	3m 31s	187.7%	617.4 MB	3.3 GB	4.7 GB	4.6 MB
12	41/2894bc	16884494	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KI_5)	COMPLETED	0	2022-03-13 10:31:54.844	4m 14s	3m 42s	194.3%	610.9 MB	3.3 GB	5.2 GB	4.6 MB
21	98/42d49b	16884501	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KO_5)	COMPLETED	0	2022-03-13 10:31:55.701	4m 14s	3m 44s	195.8%	615.3 MB	3.3 GB	5.1 GB	4.6 MB
8	67/825526	16884495	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KI_3)	COMPLETED	0	2022-03-13 10:31:54.955	4m 29s	3m 58s	195.3%	575.5 MB	3.3 GB	5.5 GB	4.6 MB
4	94/f12a84	16884499	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KI_1)	COMPLETED	0	2022-03-13 10:31:55.446	4m 29s	3m 58s	191.3%	615.8 MB	3.3 GB	5.4 GB	4.6 MB
26	1f/e70630	16884506	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WT_5)	COMPLETED	0	2022-03-13 10:31:56.310	4m 33s	4m 4s	194.5%	607.8 MB	3.3 GB	5.7 GB	4.6 MB
16	db/4740d2	16884498	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KO_3)	COMPLETED	0	2022-03-13 10:31:55.324	4m 49s	4m 18s	196.0%	565.8 MB	3.2 GB	5.9 GB	4.6 MB
20	ac/a9b121	16884500	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KO_4)	COMPLETED	0	2022-03-13 10:31:55.572	4m 54s	4m 21s	190.7%	617 MB	3.3 GB	5.9 GB	4.6 MB
11	58/55c719	16884493	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KI_4)	COMPLETED	0	2022-03-13 10:31:54.729	5m	4m 29s	195.3%	567 MB	3.2 GB	6.3 GB	4.6 MB
38	90/0310aa	16884526	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/Mus_musculus.GRCm39.dna.primary_assembly.fa)	COMPLETED	0	2022-03-13 10:33:24.456	3m 40s	3m 7s	22.5%	995.3 MB	1.1 GB	3.8 GB	1.2 GB
14	98/1fcc12	16884496	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KO_2)	COMPLETED	0	2022-03-13 10:31:55.072	5m 14s	4m 43s	196.2%	594.9 MB	3.3 GB	6.7 GB	4.6 MB
23	3f/67cd6b	16884505	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WT_2)	COMPLETED	0	2022-03-13 10:31:56.192	5m 18s	4m 49s	195.1%	614.5 MB	3.3 GB	6.7 GB	4.6 MB
13	25/d2c164	16884492	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KO_1)	COMPLETED	0	2022-03-13 10:31:54.627	5m 25s	4m 51s	194.7%	614.1 MB	3.3 GB	6.8 GB	4.6 MB
25	12/f42934	16884504	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WT_4)	COMPLETED	0	2022-03-13 10:31:56.074	5m 33s	5m 5s	196.2%	610.1 MB	3.3 GB	7.1 GB	4.6 MB
6	80/7a76b1	16884497	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (KI_2)	COMPLETED	0	2022-03-13 10:31:55.197	5m 39s	5m 7s	196.7%	569.8 MB	3.2 GB	7.3 GB	4.6 MB
28	9d/4bffaf	16884510	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:STAR_GENOMEGENERATE (Mus_musculus.GRCm39.dna.primary_assembly.fa)	FAILED	137	2022-03-13 10:32:27.749	34m 12s	34m	-	-	-	-	-
33	1e/699db0	16884521	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WT_1)	COMPLETED	0	2022-03-13 10:33:05.144	54m 39s	54m 19s	139.1%	266.2 MB	2.9 GB	96.8 GB	92.3 GB
35	59/2974be	16884523	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WT_3)	COMPLETED	0	2022-03-13 10:33:05.395	59m 14s	58m 52s	141.2%	270 MB	2.9 GB	104.4 GB	99.6 GB
32	63/8a8caa	16884520	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KO_5)	COMPLETED	0	2022-03-13 10:33:04.912	1h 2m 30s	1h 2m 9s	142.4%	258.6 MB	2.9 GB	113 GB	107.8 GB
18	2e/097853	16884513	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KI_5)	COMPLETED	0	2022-03-13 10:33:04.043	1h 4m 40s	1h 4m 17s	139.7%	258.3 MB	2.9 GB	114.6 GB	109.3 GB
5	98/fc6203	16884512	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KI_1)	COMPLETED	0	2022-03-13 10:33:03.923	1h 4m 51s	1h 4m 28s	144.4%	259 MB	2.9 GB	118.9 GB	113.5 GB
10	13/c89733	16884515	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KI_3)	COMPLETED	0	2022-03-13 10:33:04.285	1h 5m 30s	1h 5m 8s	145.2%	258.4 MB	2.9 GB	121.7 GB	116.1 GB
37	eb/a3e4bc	16884525	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WT_5)	COMPLETED	0	2022-03-13 10:33:05.655	1h 9m 24s	1h 9m 5s	142.9%	313.8 MB	3 GB	126.1 GB	120.3 GB
9	80/bf8152	16884511	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KI_4)	COMPLETED	0	2022-03-13 10:33:03.802	1h 11m 11s	1h 10m 46s	144.6%	269.8 MB	2.9 GB	138.8 GB	132.5 GB
31	57/6b7cc4	16884519	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KO_4)	COMPLETED	0	2022-03-13 10:33:04.790	1h 11m 10s	1h 10m 51s	145.8%	258.4 MB	2.9 GB	130.9 GB	124.9 GB
17	8b/743bf5	16884514	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KO_3)	COMPLETED	0	2022-03-13 10:33:04.162	1h 12m 10s	1h 11m 50s	142.9%	259.4 MB	2.9 GB	132 GB	126 GB
34	fd/003dd9	16884522	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WT_2)	COMPLETED	0	2022-03-13 10:33:05.271	1h 19m 49s	1h 19m 30s	144.1%	266.8 MB	2.9 GB	148.8 GB	142 GB
19	03/7b2f7c	16884518	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KO_2)	COMPLETED	0	2022-03-13 10:33:04.665	1h 21m 10s	1h 20m 50s	144.7%	258.7 MB	2.9 GB	149.1 GB	142.2 GB
15	b8/5495b9	16884517	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KO_1)	COMPLETED	0	2022-03-13 10:33:04.538	1h 21m 35s	1h 21m 13s	145.5%	262.5 MB	2.9 GB	151.5 GB	144.6 GB
36	07/9b65a6	16884524	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WT_4)	COMPLETED	0	2022-03-13 10:33:05.529	1h 25m 44s	1h 25m 22s	142.9%	261 MB	2.9 GB	158.1 GB	150.9 GB
7	61/50625b	16884516	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (KI_2)	COMPLETED	0	2022-03-13 10:33:04.410	1h 26m 50s	1h 26m 29s	145.4%	265.7 MB	3 GB	162.5 GB	155.1 GB
39	57/c5816c	16884531	NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:STAR_GENOMEGENERATE (Mus_musculus.GRCm39.dna.primary_assembly.fa)	COMPLETED	0	2022-03-13 11:06:39.643	1h 9m 45s	1h 9m 30s	94.3%	78.5 GB	84.3 GB	48.9 GB	64.5 GB
40	b6/835752	16884535	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_1)	COMPLETED	0	2022-03-13 12:16:24.746	1h 3m 50s	1h 3m 30s	141.2%	31 GB	32 GB	68.6 GB	10.8 GB
41	33/413031	16884539	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_3)	COMPLETED	0	2022-03-13 12:16:25.202	1h 7m 49s	1h 7m 31s	140.8%	31 GB	32 GB	71.9 GB	11.4 GB
56	00/dd3ac8	16884574	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_1)	COMPLETED	0	2022-03-13 13:20:26.542	8m 18s	7m 59s	138.7%	3.1 GB	3.6 GB	5.8 GB	9.3 MB
42	87/bb0b8a	16884537	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KO_5)	COMPLETED	0	2022-03-13 12:16:24.965	1h 14m 45s	1h 14m 22s	140.5%	31 GB	32.1 GB	75.6 GB	13.4 GB
43	2b/ed435c	16884540	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KI_5)	COMPLETED	0	2022-03-13 12:16:25.313	1h 15m 14s	1h 14m 54s	140.8%	31 GB	32 GB	76.4 GB	13.2 GB
46	e9/c694fe	16884536	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_5)	COMPLETED	0	2022-03-13 12:16:24.847	1h 17m 55s	1h 17m 35s	140.4%	31.1 GB	32.1 GB	81.4 GB	14 GB
58	69/306f37	16884576	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_3)	COMPLETED	0	2022-03-13 13:24:16.006	10m 39s	10m 13s	122.7%	2.6 GB	3.1 GB	5.9 GB	9.3 MB
44	07/d61816	16884542	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KI_1)	COMPLETED	0	2022-03-13 12:16:25.547	1h 19m 54s	1h 19m 36s	140.1%	31.1 GB	32.1 GB	78.3 GB	14.3 GB
49	b6/03a3dc	16884544	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KO_3)	COMPLETED	0	2022-03-13 12:16:25.770	1h 22m 39s	1h 22m 20s	140.1%	31.1 GB	32.1 GB	84.1 GB	15 GB
45	1c/ce3fe8	16884541	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KI_3)	COMPLETED	0	2022-03-13 12:16:25.436	1h 23m 14s	1h 22m 54s	139.9%	31 GB	32.1 GB	79.6 GB	14.1 GB
48	64/b817d5	16884543	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KO_4)	COMPLETED	0	2022-03-13 12:16:25.667	1h 25m 14s	1h 24m 54s	138.1%	31.1 GB	32.2 GB	83.4 GB	14.5 GB
60	06/f62239	16884579	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KO_5)	COMPLETED	0	2022-03-13 13:31:10.051	11m 55s	11m 47s	126.9%	2.6 GB	3.1 GB	7.2 GB	9.3 MB
62	00/00384b	16884581	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KI_5)	COMPLETED	0	2022-03-13 13:31:40.022	11m 30s	11m 27s	130.5%	2.8 GB	3.6 GB	7 GB	9.3 MB
64	54/652e68	16884605	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_5)	COMPLETED	0	2022-03-13 13:34:19.968	11m 30s	11m 2s	138.2%	2.6 GB	3.3 GB	7.1 GB	9.3 MB
66	84/156c60	16884608	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KI_1)	COMPLETED	0	2022-03-13 13:36:20.050	11m 35s	11m 10s	135.5%	4.6 GB	5.6 GB	7.6 GB	9.3 MB
47	03/073536	16884538	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KI_4)	COMPLETED	0	2022-03-13 12:16:25.083	1h 35m	1h 34m 37s	141.4%	31.1 GB	32.2 GB	87 GB	16.1 GB
70	6e/4d7d82	16884612	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KI_3)	COMPLETED	0	2022-03-13 13:39:41.564	12m 18s	11m 51s	127.5%	3.7 GB	4.5 GB	7.2 GB	9.3 MB
68	64/86e236	16884610	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KO_3)	COMPLETED	0	2022-03-13 13:39:04.998	13m	12m 27s	130.4%	2.6 GB	3.3 GB	7.6 GB	9.3 MB
72	9a/dd3239	16884615	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KO_4)	COMPLETED	0	2022-03-13 13:41:40.031	10m 40s	10m 32s	140.2%	3.4 GB	4 GB	7.2 GB	9.3 MB
50	f3/82d549	16884545	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_2)	COMPLETED	0	2022-03-13 12:16:25.893	1h 36m 24s	1h 36m 5s	142.2%	31.1 GB	32.2 GB	91.2 GB	16.8 GB
51	b1/01d64b	16884546	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KO_2)	COMPLETED	0	2022-03-13 12:16:26.009	1h 38m 44s	1h 38m 22s	142.1%	31.1 GB	32.2 GB	91.4 GB	16.8 GB
52	ce/3b04ef	16884547	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KO_1)	COMPLETED	0	2022-03-13 12:16:26.114	1h 39m 9s	1h 38m 51s	141.2%	31.1 GB	32.2 GB	92.6 GB	16.8 GB
55	0b/064fd9	16884573	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (WT_1)	COMPLETED	0	2022-03-13 13:20:15.590	41m 44s	41m 12s	15.2%	1.7 GB	2.1 GB	10.3 GB	7.4 GB
53	09/36c003	16884548	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_4)	COMPLETED	0	2022-03-13 12:16:26.236	1h 47m 9s	1h 46m 51s	142.1%	31.1 GB	32.2 GB	95.4 GB	17.4 GB
81	19/91234c	16884658	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (WT_1)	COMPLETED	0	2022-03-13 14:01:59.955	3m 45s	3m 28s	12.9%	25.9 MB	209.7 MB	3.1 GB	3.1 MB
73	56/16ad5a	16884640	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KI_4)	COMPLETED	0	2022-03-13 13:51:25.261	15m 30s	15m 8s	132.6%	2.6 GB	3.3 GB	8.3 GB	9.3 MB
57	43/0437f0	16884575	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (WT_3)	COMPLETED	0	2022-03-13 13:24:15.891	43m 19s	42m 57s	15.5%	1.7 GB	2.1 GB	11 GB	8 GB
54	d0/5adf2b	16884549	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (KI_2)	COMPLETED	0	2022-03-13 12:16:26.358	1h 51m 13s	1h 50m 54s	144.7%	31.2 GB	32.3 GB	97.3 GB	18.3 GB
76	02/23aa88	16884642	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_2)	COMPLETED	0	2022-03-13 13:52:50.198	16m 5s	15m 32s	126.7%	2.6 GB	3.3 GB	8.5 GB	9.3 MB
78	33/958a51	16884645	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KO_2)	COMPLETED	0	2022-03-13 13:55:10.058	15m 20s	14m 45s	130.2%	2.6 GB	3.3 GB	8.3 GB	9.3 MB
80	b2/26fcdf	16884647	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KO_1)	COMPLETED	0	2022-03-13 13:55:35.066	14m 55s	14m 47s	132.0%	2.6 GB	3.3 GB	8.3 GB	9.3 MB
86	63/1e4c33	16884664	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (WT_3)	COMPLETED	0	2022-03-13 14:07:35.445	3m 49s	3m 23s	14.5%	26.8 MB	209.7 MB	3.3 GB	3.2 MB
59	6f/b48520	16884578	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (KO_5)	COMPLETED	0	2022-03-13 13:31:09.921	43m 20s	43m 12s	17.1%	1.7 GB	2.1 GB	12.3 GB	8.8 GB
61	3c/34a844	16884580	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (KI_5)	COMPLETED	0	2022-03-13 13:31:39.901	44m 50s	44m 47s	17.0%	1.7 GB	2.1 GB	12.4 GB	8.9 GB
85	6c/fc83ea	16884662	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_4)	COMPLETED	0	2022-03-13 14:03:35.154	13m 25s	12m 50s	138.4%	2.6 GB	3.3 GB	8.7 GB	9.3 MB
82	12/16e9bb	16884659	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (WT_1)	COMPLETED	0	2022-03-13 14:02:10.939	14m 54s	14m 48s	43.4%	654.4 MB	745.6 MB	3.1 GB	505.9 KB
83	0d/a7f212	16884660	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT_1)	COMPLETED	0	2022-03-13 14:03:03.393	14m 16s	14m 11s	88.2%	27.6 GB	39 GB	6.2 GB	3.2 GB
97	57/01a166	16884683	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (WT_1)	COMPLETED	0	2022-03-13 14:17:21.044	38.8s	5s	37.1%	44.4 MB	146 MB	46.4 MB	704 B
101	b5/fb7b4a	16884682	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (WT_1)	COMPLETED	0	2022-03-13 14:17:20.916	1m 14s	42s	84.1%	712.9 MB	847 MB	184.2 MB	62.9 MB
91	cf/351aa7	16884670	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (KO_5)	COMPLETED	0	2022-03-13 14:14:33.143	4m 37s	4m 22s	11.9%	28.6 MB	209.7 MB	3.6 GB	3.2 MB
65	75/f7647f	16884607	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (KI_1)	COMPLETED	0	2022-03-13 13:36:19.921	44m 20s	43m 53s	17.6%	1.7 GB	2.1 GB	12.9 GB	9.1 GB
90	92/2c07d8	16884667	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (KI_2)	COMPLETED	0	2022-03-13 14:07:40.126	14m 5s	13m 44s	131.6%	3.6 GB	4.5 GB	9.1 GB	9.3 MB
63	61/6bd45d	16884606	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (WT_5)	COMPLETED	0	2022-03-13 13:34:20.097	47m 35s	47m 5s	17.2%	1.7 GB	2.1 GB	13.4 GB	9.7 GB
94	93/4d5bbf	16884673	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (KI_5)	COMPLETED	0	2022-03-13 14:16:30.537	6m 4s	5m 48s	9.5%	35.3 MB	209.7 MB	3.7 GB	3.4 MB
108	06/b36fac	16884679	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (WT_1)	COMPLETED	0	2022-03-13 14:17:20.539	5m 19s	4m 48s	49.3%	34.9 MB	135 MB	3.2 GB	1.2 KB
107	8f/f9c15a	16884675	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (WT_1)	COMPLETED	0	2022-03-13 14:17:20.032	5m 35s	4m 35s	10.2%	25.1 MB	209.7 MB	3.2 GB	3.1 MB
113	58/ce7e93	16884691	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TX2GENE (Mus_musculus.GRCm39.105.gtf)	COMPLETED	0	2022-03-13 14:21:45.214	1m 15s	1m 11s	34.0%	5.7 GB	5.8 GB	820.2 MB	6.1 MB
102	ab/4ae5cb	16884681	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (WT_1)	COMPLETED	0	2022-03-13 14:17:20.793	6m 34s	6m	35.2%	104.2 MB	205.4 MB	3.3 GB	60.4 MB
117	62/89efc6	16884695	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TXIMPORT	COMPLETED	0	2022-03-13 14:23:00.071	1m 15s	51s	51.5%	944.8 MB	1.2 GB	202.2 MB	73.2 MB
88	21/7259fc	16884665	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT_3)	COMPLETED	0	2022-03-13 14:07:35.567	16m 54s	16m 29s	84.1%	28.7 GB	39 GB	6.7 GB	3.5 GB
122	21/de767a	16884696	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE (salmon_tx2gene.tsv)	COMPLETED	0	2022-03-13 14:24:15.032	19.8s	10s	76.8%	539.6 MB	747.5 MB	69.6 MB	4.8 MB
121	20/e71be0	16884697	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2022-03-13 14:24:15.163	24.7s	13s	61.1%	561.1 MB	763.8 MB	74 MB	6.6 MB
118	af/bb6da5	16884698	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_TRANSCRIPT (salmon_tx2gene.tsv)	COMPLETED	0	2022-03-13 14:24:15.288	34.6s	24s	47.7%	574.6 MB	781.9 MB	95.4 MB	15.4 MB
120	10/60a4e3	16884699	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_LENGTH_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2022-03-13 14:24:15.409	49.5s	9s	91.8%	558.2 MB	762.6 MB	74 MB	6.6 MB
119	3a/53040a	16884700	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2022-03-13 14:24:15.518	59.4s	19s	87.6%	676 MB	1.1 GB	78.3 MB	6 MB
106	1d/1b0622	16884677	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (WT_1)	COMPLETED	0	2022-03-13 14:17:20.283	8m	7m 24s	34.5%	1.2 GB	1.3 GB	3.2 GB	16.6 KB
109	14/682a4c	16884685	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (WT_1)	COMPLETED	0	2022-03-13 14:17:21.303	8m 4s	7m 33s	21.7%	577.9 MB	815.9 MB	7.7 GB	2.6 GB
87	0a/0affa9	16884663	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (WT_3)	COMPLETED	0	2022-03-13 14:07:35.316	17m 55s	17m 30s	39.0%	560.5 MB	635.9 MB	3.3 GB	506.6 KB
103	5f/779e52	16884678	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (WT_1)	COMPLETED	0	2022-03-13 14:17:20.410	8m 34s	8m 4s	47.7%	914.2 MB	1014.5 MB	3.4 GB	1.6 KB
128	b8/d9f5e3	16884708	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (WT_3)	COMPLETED	0	2022-03-13 14:24:32.906	1m 27s	3s	70.9%	46.3 MB	146 MB	46.1 MB	704 B
124	50/9c3b8c	16884706	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (WT_3)	COMPLETED	0	2022-03-13 14:24:32.695	1m 37s	44s	80.2%	713.3 MB	847.6 MB	182.8 MB	62.6 MB
