UniqueCount	AmbigCount
0	0
0	0
27	193
10	140
108	117
0	0
20	0
12	0
5	0
0	0
15	0
0	0
23	0
44	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
22	253
0	174
6	181
0	139
14	80
0	9
1	94
1	86
1	0
0	0
3	0
0	0
0	0
1	0
0	0
5	0
1	1
0	0
3	0
5	34
13	679
85	1111
3	187
1	705
15	2
63	158
6	519
0	193
0	1125
2151	1830
0	1132
5	892
22	514
1	328
18	1257
3	765
128	222
287	3170
5	3171
2	62
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1158
34	1785
40	289
72	1258
48	180
0	91
1	1525
25	537
0	0
0	0
0	0
0	1
0	38
0	38
0	14
0	27
2	20
0	0
0	0
0	0
0	0
0	0
1	128
0	276
185	19
0	17
0	2
63	3374
29	78
0	47
6	1409
1	2874
91	449
0	1247
20	23
2	339
3	35
4	80
1	351
44	37
0	528
15	0
3	10
0	0
2	16
0	56
0	56
0	56
0	0
0	1
0	40
0	37
0	10
0	56
0	4
0	7
0	3
0	1
0	0
0	0
0	19
0	0
0	0
0	0
0	0
730	3070
1	343
0	11
0	2130
0	0
0	719
311	0
26	160
38	2947
4	2835
2	242
0	0
0	0
0	0
12	0
2	0
1	0
25	0
0	0
160	0
0	0
0	0
0	0
0	0
0	40
0	47
0	49
1	35
0	5
0	0
0	15
1	0
0	10
4	0
0	0
1	0
6	22
4	23
0	22
0	2
0	0
0	0
0	0
5	1
0	1
1	2
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
736	1
3	20
0	20
0	0
0	2
1	18
15	1
1	2
0	211
9	3
0	5
3	0
0	2
0	0
78	108
3	108
0	16
4	6
0	32
2726	0
2	0
0	0
0	1
0	1
0	0
0	0
0	0
1	382
0	380
0	397
29	3
0	281
4	326
0	0
0	0
0	386
1	12
0	43
3	312
18	27
19	31
0	3
0	4
0	4
1	4
0	3
0	0
14	232
46	181
0	76
0	119
14	107
0	0
9	19
0	19
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
163	1494
0	700
10	843
0	449
81	827
8	274
10	249
24	3
0	15
85	530
166	59
0	51
0	185
0	19
6	241
33	227
0	51
0	194
0	51
0	36
0	411
0	26
0	0
306	15
3	42
18	18
5	25
6	17
0	6
0	8
0	91
10	4
5	24
2	3
2	76
3367	5271
0	482
2	744
104	264
7	21
0	0
6	3760
83	0
10	164
0	469
0	40
6	40
1	0
12	0
1	0
0	0
0	6
2	0
0	0
0	0
0	1
0	0
1921	1258
52	31
4	480
0	0
12	204
0	0
0	138
1	150
1	568
1	157
0	0
0	25
2	11
