tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000179683	ENSMUST00000179683	ENSMUSG00000094249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000182096	ENSMUST00000182096	ENSMUSG00000097939	0	0	0	0	0	0.033308	0	0	0	0.041839	0	0	0	0	0
ENSMUST00000219016	ENSMUST00000219016	ENSMUSG00000112264	0	0	0.013713	0.013554	0.015527	0.026594	0.068364	0.027434	0	0.066691	0.056617	0	0.055714	0.011979	0.014747
ENSMUST00000219313	ENSMUST00000219313	ENSMUSG00000112354	0.018082	0	0	0	0.019617	0	0	0.017381	0	0.042275	0	0.013396	0	0.015189	0
ENSMUST00000038377	ENSMUST00000038377	ENSMUSG00000036478	35.083775	47.909683	40.793735	42.585972	35.298695	46.206417	33.983426	37.138059	55.814108	49.077685	36.748108	29.785044	53.60275	34.128103	37.310323
ENSMUST00000218953	ENSMUST00000218953	ENSMUSG00000036478	18.509058	29.173484	25.07016	27.251484	27.373623	32.338794	24.830846	29.536963	35.888522	29.810999	27.908827	22.359336	33.971918	27.036539	24.867246
ENSMUST00000219424	ENSMUST00000219424	ENSMUSG00000112362	0	0	0	0	0	0	0	0	0	0	0.286329	0	0	0	0
ENSMUST00000218614	ENSMUST00000218614	ENSMUSG00000112588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219071	ENSMUST00000219071	ENSMUSG00000112293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218446	ENSMUST00000218446	ENSMUSG00000111912	0	0.007099	0.015493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00020182628	ENSMUST00020182628	ENSMUSG00002076541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219918	ENSMUST00000219918	ENSMUSG00000112488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219466	ENSMUST00000219466	ENSMUSG00000111924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219048	ENSMUST00000219048	ENSMUSG00000111924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219874	ENSMUST00000219874	ENSMUSG00000112631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220383	ENSMUST00000220383	ENSMUSG00000112892	0	0	0	0	0	0.054367	0	0	0	0.034127	0	0	0	0	0
ENSMUST00000219755	ENSMUST00000219755	ENSMUSG00000111981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000198473	ENSMUST00000198473	ENSMUSG00000105557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000105287	ENSMUST00000105287	ENSMUSG00000019929	46.292125	85.935345	32.567985	47.653807	30.052762	64.332091	38.442799	19.867782	85.407381	156.080527	23.041513	32.215596	93.582145	32.965762	24.250643
ENSMUST00000163448	ENSMUST00000163448	ENSMUSG00000019929	82.396875	208.566437	47.438386	57.112727	45.405342	75.14297	83.409809	45.515675	158.481175	267.087689	33.09472	58.047043	94.650844	52.013154	51.65344
ENSMUST00000218853	ENSMUST00000218853	ENSMUSG00000019929	1.088457	1.474772	0.530935	0.277214	0.664987	0.681071	0.746511	0.118777	1.873908	1.481131	1.945161	0.800303	2.533603	0.966472	0.635303
ENSMUST00000219784	ENSMUST00000219784	ENSMUSG00000019929	0	0.23115	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219539	ENSMUST00000219539	ENSMUSG00000019929	0.387351	0.92426	0.217989	0.302528	0.209704	0.543701	0.478181	0.1128	1.15414	1.035838	0.323314	0.387001	1.074759	0.229129	0.244043
ENSMUST00000038160	ENSMUST00000038160	ENSMUSG00000036446	14.858887	9.073718	5.574633	13.613787	8.72569	18.304423	6.950655	4.026043	24.043551	36.137334	7.217093	10.234819	19.810509	9.201748	9.587643
ENSMUST00000218283	ENSMUST00000218283	ENSMUSG00000112484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000105286	ENSMUST00000105286	ENSMUSG00000019932	0.012589	0	0	0	0	0	0	0	0	0.191219	0	0	0	0	0
ENSMUST00000020094	ENSMUST00000020094	ENSMUSG00000019936	0	0	0	0.016236	0	0	0	0	0.100778	1.177305	0	0	0.022241	0.0287	0.017651
ENSMUST00000105285	ENSMUST00000105285	ENSMUSG00000019936	0	0	0	0	0	0	0	0	0	0.026823	0	0	0	0	0
ENSMUST00000220233	ENSMUST00000220233	ENSMUSG00000074776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000099324	ENSMUST00000099324	ENSMUSG00000074776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000060703	ENSMUST00000060703	ENSMUSG00000047025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000217919	ENSMUST00000217919	ENSMUSG00000112497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219383	ENSMUST00000219383	ENSMUSG00000112497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166373	ENSMUST00000166373	ENSMUSG00000079183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000158472	ENSMUST00000158472	ENSMUSG00000089097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218457	ENSMUST00000218457	ENSMUSG00000112896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220324	ENSMUST00000220324	ENSMUSG00000112457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000192275	ENSMUST00000192275	ENSMUSG00000102310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219170	ENSMUST00000219170	ENSMUSG00000112874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218569	ENSMUST00000218569	ENSMUSG00000112874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219569	ENSMUST00000219569	ENSMUSG00000112874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220028	ENSMUST00000220028	ENSMUSG00000112874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000217680	ENSMUST00000217680	ENSMUSG00000112647	0	0.009682	0	0	0	0	0.010516	0	0	0	0	0	0	0	0
ENSMUST00000219557	ENSMUST00000219557	ENSMUSG00000019943	4.836377	7.79835	5.244434	8.186457	5.178198	6.228909	5.581114	5.262158	8.364406	6.704615	5.614036	4.968571	6.105432	6.390696	6.125678
ENSMUST00000020107	ENSMUST00000020107	ENSMUSG00000019943	30.599038	40.641878	26.641739	38.605454	33.565147	28.170336	26.845379	25.169429	37.234401	39.10063	20.753558	16.18628	38.374099	36.771747	31.384521
ENSMUST00000219624	ENSMUST00000219624	ENSMUSG00000019943	1.776693	12.385709	4.564474	8.831195	12.520623	10.548969	4.345179	5.681772	7.186813	11.307601	4.785258	3.54603	1.87184	12.141748	7.358743
ENSMUST00000218695	ENSMUST00000218695	ENSMUSG00000019943	0.987247	1.866044	1.070621	1.881993	1.295826	1.827801	1.83966	1.114573	2.553326	1.552311	0.968951	0.619402	1.923971	1.624794	1.712021
ENSMUST00000220358	ENSMUST00000220358	ENSMUSG00000019943	0.394293	0.885186	0.431302	0.821458	0.632612	0.807188	0.689115	0.555126	1.214057	0.885364	0.670547	0.427844	1.026624	0.617039	0.808075
ENSMUST00000219090	ENSMUST00000219090	ENSMUSG00000019943	1.262011	1.937501	1.22455	1.830622	1.533441	2.169711	2.244796	1.143063	2.382016	2.105186	1.18712	0.94362	2.971471	1.86414	2.105428
ENSMUST00000218312	ENSMUST00000218312	ENSMUSG00000019943	1.663208	1.663831	0.485851	2.565647	0.687098	1.38087	2.596173	2.291212	2.766133	2.804773	4.761032	2.414665	4.826463	0.69011	2.130044
ENSMUST00000220124	ENSMUST00000220124	ENSMUSG00000019943	2.181591	1.464971	0	0.656946	5.312925	0.212232	0.929991	0.220094	0	0	0	0	2.824562	0.325172	1.625137
ENSMUST00000218948	ENSMUST00000218948	ENSMUSG00000019943	0.400637	0.335639	0.243365	0.070888	0.170275	0.217976	0.227613	0.067075	0.385732	0.24703	0	0.197885	0.530835	0.401681	0.231612
ENSMUST00000220104	ENSMUST00000220104	ENSMUSG00000019943	0	0	0	0	0	0	0	0	0	0	0	0	0	1.461049	0
ENSMUST00000218419	ENSMUST00000218419	ENSMUSG00000019943	0.656214	0.739817	1.06188	0.443883	0.580819	1.218896	0.896239	0.266826	0.442334	0.657776	0.625599	0.617167	0.486217	0.550355	0.662902
ENSMUST00000219298	ENSMUST00000219298	ENSMUSG00000112660	0.014733	0.012996	0.014159	0.013997	0	0.013731	0.042358	0.028328	0.01737	0.051652	0	0	0	0.024741	0.030453
ENSMUST00000218379	ENSMUST00000218379	ENSMUSG00000112346	1.779214	1.492039	1.758962	2.166019	1.611289	2.942664	1.656805	1.517958	2.93792	2.400951	1.723195	1.281466	2.34846	1.766954	1.748811
ENSMUST00000020113	ENSMUST00000020113	ENSMUSG00000019952	1.837672	3.325568	3.028018	2.204984	4.229146	3.400495	2.571402	3.052238	3.317662	4.119764	2.527521	2.551416	1.86675	3.408836	3.110668
ENSMUST00000159228	ENSMUST00000159228	ENSMUSG00000019952	0.527038	0	0	0.120904	0.471657	0.137688	0.901279	0.20809	0.379109	0.144801	0.451108	0.346204	0.378758	0.065297	0.284715
ENSMUST00000219884	ENSMUST00000219884	ENSMUSG00000019952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058303
ENSMUST00000159990	ENSMUST00000159990	ENSMUSG00000019952	3.805576	4.04336	4.049625	5.163158	3.59777	4.79468	3.879651	4.321753	4.208507	4.19966	4.207107	3.763842	3.945007	3.796909	3.926737
ENSMUST00000220019	ENSMUST00000220019	ENSMUSG00000019952	0	0.345121	0.222016	0.195744	0	0	0.324486	0.475076	0.84976	0	0	0	0	0	0
ENSMUST00000161240	ENSMUST00000161240	ENSMUSG00000090035	43.153595	40.602575	35.069754	42.60717	39.814537	41.455455	28.634322	31.669389	41.075881	41.785877	37.585352	26.352697	35.613941	40.957303	36.686263
ENSMUST00000060761	ENSMUST00000060761	ENSMUSG00000055108	0.13381	0.094449	0.205245	0.229131	0.172984	0.199555	0.231084	0.257144	0.221597	0.093928	0.283781	0.099081	0.348502	0.157551	0.110429
ENSMUST00000159043	ENSMUST00000159043	ENSMUSG00000019952	0.391778	0.220789	0.409418	0.285537	0.088655	0	0.519604	0.065461	0.073597	0.180789	0.754854	0.323089	0.253345	0.180443	0.35552
ENSMUST00000162704	ENSMUST00000162704	ENSMUSG00000019952	0	0	0	0.140743	0	0	0	0	0	0	0	0.194111	0	0	0
ENSMUST00000160182	ENSMUST00000160182	ENSMUSG00000089994	0.010781	0.019018	0.02074	0	0	0	0	0	0	0.012595	0.014252	0	0.014032	0	0
ENSMUST00000162847	ENSMUST00000162847	ENSMUSG00000019952	0	0	0	0.160704	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219984	ENSMUST00000219984	ENSMUSG00000112805	0.060307	0.102555	0	0.20225	0	0.314053	0.142415	0	0	0.082897	0	0.026199	0.236077	0	0.082272
ENSMUST00000217795	ENSMUST00000217795	ENSMUSG00000112805	0.155829	0.059328	0.023736	0	0.133525	0.057271	0.042974	0.142693	0.087777	0	0.032793	0.018328	0.060598	0.124851	0.088724
ENSMUST00000219433	ENSMUST00000219433	ENSMUSG00000112805	0	0.024888	0.054065	0.026838	0	0.026291	0	0	0	0.099012	0.112189	0	0.036733	0.023727	0.066036
ENSMUST00000220253	ENSMUST00000220253	ENSMUSG00000112902	0.087397	0.15436	0.165469	0.334682	0.179616	0.081467	0	0	0	0.102765	0	0	0.341873	0.148066	0
ENSMUST00000219688	ENSMUST00000219688	ENSMUSG00000111923	0.022759	0.050186	0.021888	0	0	0.02121	0	0.032825	0.013404	0.026589	0.03009	0.008434	0.014811	0.00955	0.011767
ENSMUST00000020118	ENSMUST00000020118	ENSMUSG00000019960	37.673576	60.504649	35.368697	45.963486	38.967296	35.40129	41.984663	39.993619	35.417396	47.507941	30.324463	27.829009	29.511434	37.28844	39.789555
ENSMUST00000220291	ENSMUST00000220291	ENSMUSG00000019960	0.124621	0.157737	0	0.309412	0	0.12615	0	0.924869	0	0.147554	0.517135	0.066763	0	0.083251	0.377912
ENSMUST00000219988	ENSMUST00000219988	ENSMUSG00000019960	2.042909	4.862862	1.353384	1.887653	2.045491	1.913239	2.336597	1.231643	2.463486	2.803583	0.670678	1.332605	1.910965	2.097617	1.656178
ENSMUST00000220218	ENSMUST00000220218	ENSMUSG00000019960	0	0	0	1.628034	6.160915	0	5.663384	0	0	4.12166	0	0	0	0	0
ENSMUST00000219528	ENSMUST00000219528	ENSMUSG00000112384	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0
ENSMUST00000217893	ENSMUST00000217893	ENSMUSG00000112544	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107816	0.065423
ENSMUST00000219440	ENSMUST00000219440	ENSMUSG00000112544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130799
ENSMUST00000218105	ENSMUST00000218105	ENSMUSG00000112544	0	0	0	0	0	0.11197	0	0	0	0	0	0	0	0	0
ENSMUST00000189035	ENSMUST00000189035	ENSMUSG00000044633	0	0.126416	0.009851	0	0.019582	0.008348	0	0	0.012532	0	0	0	0.073491	0.008932	0.01183
ENSMUST00000220146	ENSMUST00000220146	ENSMUSG00000044633	0.00865	0.053404	0.040429	0.016425	0	0.032244	0	0	0.038804	0.090926	0.034293	0	0.041608	0.02766	0.024368
ENSMUST00000218725	ENSMUST00000218725	ENSMUSG00000044633	0	0.079224	0	0	0	0.083677	0	0	0.053353	0	0.059665	0	0	0	0.046168
ENSMUST00000060657	ENSMUST00000060657	ENSMUSG00000044633	0	0	0	0	0	0	0.032416	0.010845	0	0.026352	0	0	0	0	0
ENSMUST00000167243	ENSMUST00000167243	ENSMUSG00000090665	0.214801	0.495561	0.269861	0.109908	0.12955	0.169395	0.617683	0.349449	0.214392	0.46351	0.284237	0.122426	0.107548	0.152649	0.170723
ENSMUST00000218838	ENSMUST00000218838	ENSMUSG00000112082	0.05734	0.050618	0.054618	0.109452	0.060285	0	0	0.055015	0	0.067265	0	0	0	0.048418	0.058869
ENSMUST00000220432	ENSMUST00000220432	ENSMUSG00000112265	0.080549	0.071128	0	0	0	0	0	0.077172	0	0	0.107636	0.05944	0	0	0
ENSMUST00000219484	ENSMUST00000219484	ENSMUSG00000112265	0	0.10075	0.107479	0	0	0.10623	0	0	0	0	0	0	0	0	0
ENSMUST00000218632	ENSMUST00000218632	ENSMUSG00000112180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218263	ENSMUST00000218263	ENSMUSG00000111962	0	0	0	0	0	0	0	0	0.032519	0	0.018246	0.071558	0.143647	0	0
ENSMUST00000220105	ENSMUST00000220105	ENSMUSG00000112503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218988	ENSMUST00000218988	ENSMUSG00000112503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011762
ENSMUST00000219218	ENSMUST00000219218	ENSMUSG00000112810	0	0	0	0	0	0	0	0	0	0	0	0.839523	0	0	0
ENSMUST00000222959	ENSMUST00000222959	ENSMUSG00000113032	0.009059	0.003995	0.004363	0.025793	0	0.029549	0.03036	0.017428	0.042604	0	0.005982	0.033587	0.04126	0.018991	0.028134
ENSMUST00000056085	ENSMUST00000056085	ENSMUSG00000046934	0	0.013138	0.014313	0.028296	0.016202	0.013879	0	0.028631	0.017558	0.052218	0.039404	0.02207	0.038776	0.025007	0.015391
ENSMUST00000217945	ENSMUST00000217945	ENSMUSG00000112304	0	0	0	0	0	0	0	0	0	0	0	0.013351	0	0	0
ENSMUST00000219892	ENSMUST00000219892	ENSMUSG00000112463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219489	ENSMUST00000219489	ENSMUSG00000112299	0	0	0	0	0	0	0	0.025333	0	0	0	0	0	0	0
ENSMUST00000105283	ENSMUST00000105283	ENSMUSG00000019966	37.101063	22.541271	26.438942	36.782957	27.962942	31.855715	33.67	44.860805	36.20442	34.035912	33.274406	28.044151	31.494542	24.349263	40.890562
ENSMUST00000219050	ENSMUST00000219050	ENSMUSG00000019966	0	0.354759	0	0	3.009764	0	1.573026	0.321083	0	0.323119	6.371404	3.348928	0	0	0
ENSMUST00000130190	ENSMUST00000130190	ENSMUSG00000019966	1.882627	1.397777	1.291557	2.394562	1.708225	1.201886	0.877186	2.135892	1.738923	1.203836	2.772268	1.793444	1.124515	1.113547	3.426485
ENSMUST00000218200	ENSMUST00000218200	ENSMUSG00000019966	0.132483	0	0.300792	0	0	0	0	0	0	0.11475	0.195759	0	0	0	0
ENSMUST00000020129	ENSMUST00000020129	ENSMUSG00000019966	9.460463	5.758487	7.722648	8.603892	10.78826	9.647033	9.578109	11.584403	9.239835	7.898859	10.581556	8.558134	8.250704	6.413015	10.247729
ENSMUST00000219881	ENSMUST00000219881	ENSMUSG00000019966	0	0.154295	0.131369	0	3.940454	0.806198	0	1.124672	0.139665	0.572426	0.65192	0.286364	0	0	0.206578
ENSMUST00000218902	ENSMUST00000218902	ENSMUSG00000112831	0.676953	0.045965	0.248281	0.794753	1.638475	0.242724	0.1875	0.930319	0.372148	0.366352	6.447441	0.153986	0.135729	0.087882	1.016618
ENSMUST00020183394	ENSMUST00020183394	ENSMUSG00002075807	0	0	0	0	0.211412	0	0	0	0	0	0	0	0	0	0
ENSMUST00020181746	ENSMUST00020181746	ENSMUSG00002076343	0	0	0	0	0.211412	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220057	ENSMUST00000220057	ENSMUSG00000112633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218709	ENSMUST00000218709	ENSMUSG00000112245	0	0	0	0	0	0	0	0	0.057787	0	0	0	0	0	0
ENSMUST00000179109	ENSMUST00000179109	ENSMUSG00000112069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218505	ENSMUST00000218505	ENSMUSG00000112522	0	0	0	0.008204	0	0.008053	0	0.00831	0.010171	0.010093	0	0	0	0	0
ENSMUST00000220250	ENSMUST00000220250	ENSMUSG00000112122	0	0	0	0	0	0	0.026923	0	0	0	0	0	0	0	0
ENSMUST00000217916	ENSMUST00000217916	ENSMUSG00000112178	0	0	0.215323	0	0	0.212991	0	0	0	0	0	0	0	0	0
ENSMUST00000218519	ENSMUST00000218519	ENSMUSG00000112737	0	0	0	0	0	0	0.038276	0	0	0	0	0	0	0	0
ENSMUST00000169259	ENSMUST00000169259	ENSMUSG00000112408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000186197	ENSMUST00000186197	ENSMUSG00000094314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000168769	ENSMUST00000168769	ENSMUSG00000091101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218922	ENSMUST00000218922	ENSMUSG00000112931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219159	ENSMUST00000219159	ENSMUSG00000112856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000163114	ENSMUST00000163114	ENSMUSG00000091552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000177945	ENSMUST00000177945	ENSMUSG00000096744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000179735	ENSMUST00000179735	ENSMUSG00000095673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000177847	ENSMUST00000177847	ENSMUSG00000112480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219325	ENSMUST00000219325	ENSMUSG00000112485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166076	ENSMUST00000166076	ENSMUSG00000112777	0	0.035809	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000190264	ENSMUST00000190264	ENSMUSG00000096640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000167995	ENSMUST00000167995	ENSMUSG00000112453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220387	ENSMUST00000220387	ENSMUSG00000112580	0.05685	0	0	0.054256	0.059794	0	0	0	0	0.066688	0.075722	0	0.148201	0.096004	0
ENSMUST00000058154	ENSMUST00000058154	ENSMUSG00000036676	8.387178	10.031144	8.396207	8.948609	7.360083	7.669628	8.541158	8.713689	8.093648	9.127983	6.912109	6.093669	7.106934	7.587594	8.251252
ENSMUST00000099318	ENSMUST00000099318	ENSMUSG00000036676	1.572184	0.920767	0.386343	0.462204	0.964367	0.7296	0.805705	0.619487	0.454999	0.595793	0.764906	0.683074	1.064201	0.239967	0.719965
ENSMUST00000130883	ENSMUST00000130883	ENSMUSG00000036676	0.239525	0.259759	0.35744	0.302636	0.240013	0.258974	0.44625	0.272558	0.430955	0.298211	0.346529	0.258562	0.322395	0.153978	0.491213
ENSMUST00000128009	ENSMUST00000128009	ENSMUSG00000036676	1.799332	2.086231	1.03362	2.023666	1.943474	1.038363	0.813948	1.687272	1.864577	2.282702	1.923507	1.396741	2.392188	1.431573	1.156566
ENSMUST00000134477	ENSMUST00000134477	ENSMUSG00000036676	0.32183	0.469308	0.605461	0.303569	0.312895	0.444433	0.947495	0.145951	0.53383	1.352038	0	0.255016	1.022253	0.300373	0
ENSMUST00000220346	ENSMUST00000220346	ENSMUSG00000019971	1.39904	1.322458	1.160948	1.454571	1.361233	1.250782	1.28639	2.358803	1.632387	1.341837	1.047299	0.79764	1.677969	0.628997	1.470741
ENSMUST00000219765	ENSMUST00000219765	ENSMUSG00000019971	2.746722	2.797446	2.648173	2.866398	4.05633	2.232481	2.940734	2.045597	3.140635	2.592555	2.111189	1.684229	2.408988	2.699617	3.131982
ENSMUST00000164751	ENSMUST00000164751	ENSMUSG00000019971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220231	ENSMUST00000220231	ENSMUSG00000019971	0.153253	0.133362	0.210136	0.140077	0.04001	0.350494	0.397654	0.32031	0.306274	0.347143	0.196263	0.108617	0.444269	0.316004	0.373737
ENSMUST00000220331	ENSMUST00000220331	ENSMUSG00000019971	0.129224	0	0.277849	0.593985	0	0	0.525677	0.633644	0.703726	0	0.182803	0.384221	0.477252	0.12698	0.775494
ENSMUST00000218703	ENSMUST00000218703	ENSMUSG00000019971	0.358933	0.304308	0.351482	0.250119	0.698544	0.28117	0.381992	0.407354	0.510776	0.173452	0.193008	0.152725	0.268339	0.385049	0.312579
ENSMUST00000219408	ENSMUST00000219408	ENSMUSG00000019971	0.168764	0.082162	0.151124	0	0	0.088522	0.459163	0.091391	0.109521	0	0	0.074978	0.175119	0.12359	0.094143
ENSMUST00000219643	ENSMUST00000219643	ENSMUSG00000019971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218000	ENSMUST00000218000	ENSMUSG00000019971	0.476023	0.10452	0	0.331165	0	0.631394	0.062012	0.118678	0	0.084197	0.748904	0.15503	0	0.131883	0.325288
ENSMUST00000219889	ENSMUST00000219889	ENSMUSG00000019971	1.06853	0.644168	0.780563	0.739088	0.752835	0.837028	1.178211	0.875384	1.104914	0.932469	0.54612	0.519592	0.85283	0.558847	0.965741
ENSMUST00000054471	ENSMUST00000054471	ENSMUSG00000046567	1.856947	1.566268	1.124678	1.42004	1.512773	2.069074	1.791159	1.296729	2.216431	2.293293	2.04464	1.482122	2.252423	1.478027	1.662857
ENSMUST00000219410	ENSMUST00000219410	ENSMUSG00000046567	1.331383	0.842221	1.373722	1.588031	1.235199	0.440809	1.373317	0.925095	1.878278	1.653694	0.482876	0	1.088648	0.981477	0.821425
ENSMUST00000219790	ENSMUST00000219790	ENSMUSG00000046567	0	0	0	0	0	0	0	0	0	0	0	0.442926	0	0	0
ENSMUST00000218328	ENSMUST00000218328	ENSMUSG00000046567	0	0	0	0	1.066926	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218156	ENSMUST00000218156	ENSMUSG00000112000	0.204167	0.263225	0.090545	0.223838	0.204857	0.292741	0.301056	0.16608	0.277817	0.110133	0.24935	0.128008	0.224885	0.118698	0.162291
ENSMUST00000219995	ENSMUST00000219995	ENSMUSG00000046567	0.068897	0.183019	0.083074	0.08174	0.147088	0.150715	0.107342	0.066595	0.069818	0.10545	0.108849	0.076105	0.167112	0.078287	0.116749
ENSMUST00000219698	ENSMUST00000219698	ENSMUSG00000046567	0.086328	0	0	0	0	0	0.085115	0	0.139565	0.090721	0	0	0	0.057432	0
ENSMUST00000218821	ENSMUST00000218821	ENSMUSG00000046567	0.493966	0.414668	0.679349	0.945815	0.548719	0.523163	0.449981	0.715039	0.876904	0	0	0.206161	0.729228	0.171979	1.110274
ENSMUST00000218929	ENSMUST00000218929	ENSMUSG00000046567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218464	ENSMUST00000218464	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000188930	ENSMUST00000188930	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000187119	ENSMUST00000187119	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000188736	ENSMUST00000188736	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000191336	ENSMUST00000191336	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000186825	ENSMUST00000186825	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000041162	ENSMUST00000041162	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000190386	ENSMUST00000190386	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000190708	ENSMUST00000190708	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000191033	ENSMUST00000191033	ENSMUSG00000056912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219685	ENSMUST00000219685	ENSMUSG00000112328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218270	ENSMUST00000218270	ENSMUSG00000112104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000219772	ENSMUST00000219772	ENSMUSG00000111906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000157098	ENSMUST00000157098	ENSMUSG00000087723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000146230	ENSMUST00000146230	ENSMUSG00000019888	0.029127	0	0	0	0	0	0	0	0.034339	0	0	0	0.037915	0	0
ENSMUST00000179929	ENSMUST00000179929	ENSMUSG00000019888	0	0	0	0	0	0	0	0.02789	0	0	0	0	0	0	0
ENSMUST00000219195	ENSMUST00000219195	ENSMUSG00000019888	0	0	0	0	0	0	0	0	0	0.04067	0	0	0	0	0
ENSMUST00000134930	ENSMUST00000134930	ENSMUSG00000019888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000127504	ENSMUST00000127504	ENSMUSG00000019888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
