tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000120033	ENSMUST00000120033	ENSMUSG00000064036	0	0	0	0	0	0.042949	0	0	0	0	0	0	0	0	0
ENSMUST00000179472	ENSMUST00000179472	ENSMUSG00000064036	0.026244	0	0	0	0	0	0	0	0	0	0	0.048623	0	0	0
ENSMUST00000136473	ENSMUST00000136473	ENSMUSG00000064036	0	0	0	0.040581	0	0	0	0	0	0	0.056593	0	0.055484	0	0
ENSMUST00000119239	ENSMUST00000119239	ENSMUSG00000064036	0	0.014612	0	0	0.017993	0	0.015877	0.015923	0	0	0.131514	0	0.064689	0.027824	0
ENSMUST00000139821	ENSMUST00000139821	ENSMUSG00000064036	0	0	0	0	0	0.014492	0	0	0	0	0	0	0	0	0
ENSMUST00000134847	ENSMUST00000134847	ENSMUSG00000064036	0	0	0.065808	0	0	0	0	0	0	0	0.092421	0	0	0	0
ENSMUST00000162863	ENSMUST00000162863	ENSMUSG00000024558	0.114372	0.19443	0.026148	0.142557	0.529168	0.232997	0.198274	0.508366	0.21908	0.353834	0.285616	0.338476	0.165596	0.058043	0.286035
ENSMUST00000091851	ENSMUST00000091851	ENSMUSG00000024558	0.914018	1.789722	1.119038	1.739401	1.79541	1.144653	1.34543	2.048349	1.382126	0.954804	1.725155	1.596107	1.310299	0.872019	2.141253
ENSMUST00000159162	ENSMUST00000159162	ENSMUSG00000024558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000160601	ENSMUST00000160601	ENSMUSG00000024558	0.10127	0.178845	0.095602	0	0.309151	0.188706	0.307131	0.32487	0	0	0.135505	0.084582	0.699633	0.34334	0.474429
ENSMUST00000159260	ENSMUST00000159260	ENSMUSG00000090263	0	0	0.023116	0	0	0	0	0.023159	0	0	0	0.017848	0	0	0
ENSMUST00000066583	ENSMUST00000066583	ENSMUSG00000053861	0	0	0	0.159459	0.171732	0.310657	0.080301	0.319211	0.299883	0	0.222719	0.122933	0.108632	0	0.170325
ENSMUST00000040188	ENSMUST00000040188	ENSMUSG00000036223	0.065248	0.153686	0	0.159424	0.321548	0.270114	0	0	0	0	0	0.057861	0	0	0.259276
ENSMUST00000177604	ENSMUST00000177604	ENSMUSG00000036223	0.971464	1.14478	1.143111	0.56927	0.753391	0.808526	1.107528	1.02876	0.463518	1.300365	0.787769	0.607304	0.434745	0.778129	0.745594
ENSMUST00000237276	ENSMUST00000237276	ENSMUSG00000036223	2.022675	2.150347	2.271177	1.589472	1.328299	1.379084	1.896404	1.428693	1.122469	1.027027	0.885297	1.222541	1.56842	1.682039	2.132225
ENSMUST00000236663	ENSMUST00000236663	ENSMUSG00000024560	0.51003	1.081427	0.519093	0.714493	0.424687	1.074216	0.725364	0.722399	0.860611	0.93671	0.699048	0.366996	1.048536	0.997947	0.820476
ENSMUST00000025444	ENSMUST00000025444	ENSMUSG00000024560	13.382323	14.813203	12.83651	13.985895	11.640597	14.084556	15.05733	13.35544	15.598634	12.859059	13.816062	12.827384	15.363883	13.111765	13.492194
ENSMUST00000238176	ENSMUST00000238176	ENSMUSG00000024560	0.381855	1.353864	0.63014	0.880827	1.050376	1.991782	1.54333	1.048192	1.507328	1.862479	0.830348	0.393839	0	1.734933	1.588237
ENSMUST00000238037	ENSMUST00000238037	ENSMUSG00000024560	0.568817	0.468637	0.623562	0.58493	0.402416	0.511993	0.77502	0.819774	0.412235	0.344178	0.736155	0.731805	0.46891	0.950249	0.822899
ENSMUST00000236679	ENSMUST00000236679	ENSMUSG00000024560	0	0.15452	0.183715	0	0	0	0.164439	0.195571	0	0.186945	0	0.139761	0	0.148086	0
ENSMUST00000238110	ENSMUST00000238110	ENSMUSG00000118151	0	0	0	0	0	0.157986	0	0	0	0	0	0	0	0	0
ENSMUST00000224907	ENSMUST00000224907	ENSMUSG00000024561	0.475147	0.868297	0.376595	1.139809	0.487253	0.716435	1.253896	0.815652	1.353451	1.462331	0.782679	0.542413	0.905788	0.89767	0.865519
ENSMUST00000239157	ENSMUST00000239157	ENSMUSG00000024561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000097530	ENSMUST00000097530	ENSMUSG00000024561	5.736861	4.639662	4.215559	4.624698	3.289652	6.12893	5.27377	4.462071	8.305929	5.705466	5.186457	3.401044	7.239711	5.307458	4.272447
ENSMUST00000224159	ENSMUST00000224159	ENSMUSG00000024561	3.051903	3.49056	1.661288	2.14331	1.633126	4.256359	3.166831	3.551985	4.18453	1.384685	3.224964	3.069925	2.513587	3.017843	1.643407
ENSMUST00000224047	ENSMUST00000224047	ENSMUSG00000024561	4.784579	5.555524	5.678064	7.054719	8.006026	6.00651	4.803588	4.286158	7.089644	8.016081	6.257041	4.472598	6.205489	6.202337	6.227732
ENSMUST00000224332	ENSMUST00000224332	ENSMUSG00000024561	6.661009	7.045338	6.186224	7.470039	6.935896	8.219691	7.590864	6.690411	10.83287	6.980014	6.587839	5.386774	8.509154	7.120319	7.795534
ENSMUST00000237568	ENSMUST00000237568	ENSMUSG00000024561	0.519023	0.894844	1.338626	0.545435	0.680214	0.834969	1.413995	0.971047	1.675833	0.641779	0.608736	0.216396	1.054765	0.530151	0.59128
ENSMUST00000114895	ENSMUST00000114895	ENSMUSG00000035394	0	0.013629	0	0.088079	0.067191	0.071997	0.014808	0.014853	0	0.036114	0	0	0.060336	0.012974	0.031933
ENSMUST00000176435	ENSMUST00000176435	ENSMUSG00000035394	0	0	0.026644	0	0	0	0	0	0.081679	0	0	0	0	0	0
ENSMUST00000177101	ENSMUST00000177101	ENSMUSG00000035394	0	0	0	0	0	0.063711	0	0	0	0	0	0.025293	0	0	0
ENSMUST00000176766	ENSMUST00000176766	ENSMUSG00000035394	0.082284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08413
ENSMUST00000122178	ENSMUST00000122178	ENSMUSG00000095419	0	0	0	0	0	0	0	0	0	0.127806	0	0.079985	0	0	0
ENSMUST00000177407	ENSMUST00000177407	ENSMUSG00000035394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000238045	ENSMUST00000238045	ENSMUSG00000117898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000235981	ENSMUST00000235981	ENSMUSG00000118303	0	0	0	0	0.050353	0	0	0	0	0	0	0	0	0	0
ENSMUST00000125882	ENSMUST00000125882	ENSMUSG00000025885	0	0	0.175623	0	0.169403	0.133232	0	0.120286	0	0	0	0	0	0	0.163404
ENSMUST00000135878	ENSMUST00000135878	ENSMUSG00000025885	1.334797	1.884693	1.05772	1.888852	2.157701	1.706369	2.563868	2.307345	1.945826	1.071901	1.975086	1.523801	1.987222	2.023679	2.120674
ENSMUST00000074157	ENSMUST00000074157	ENSMUSG00000025885	24.048656	21.319789	21.193194	21.928182	21.212758	25.50402	29.166207	25.967784	28.683925	20.123461	21.762512	18.997136	23.928684	22.05395	25.2238
ENSMUST00000120161	ENSMUST00000120161	ENSMUSG00000025885	0.561933	1.050732	0.615927	0.626354	1.102682	0.979226	1.210398	1.073975	0.996519	0.683942	0.684817	0.641509	0.825837	1.015124	1.124161
ENSMUST00000121875	ENSMUST00000121875	ENSMUSG00000025885	16.644385	22.484609	15.271358	18.282921	25.295166	16.153285	16.597744	19.394463	15.135661	18.190766	13.799222	15.059017	14.513592	20.16781	16.632936
ENSMUST00000152951	ENSMUST00000152951	ENSMUSG00000086333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000137034	ENSMUST00000137034	ENSMUSG00000086333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000125751	ENSMUST00000125751	ENSMUSG00000025885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000140904	ENSMUST00000140904	ENSMUSG00000025885	0	0	0	0	0	0.122323	0	0	0	0	0	0	0.148082	0	0
ENSMUST00000177366	ENSMUST00000177366	ENSMUSG00000025885	5.096917	6.712658	5.85571	5.303373	6.922768	5.168105	5.996522	7.058517	3.457224	5.814478	7.179886	6.349699	4.856695	5.93367	6.096372
ENSMUST00000122914	ENSMUST00000122914	ENSMUSG00000025885	0.380922	0	0	0	0	0.707961	1.242055	0	0	0.976899	0	0	0.383334	0	0
ENSMUST00000146253	ENSMUST00000146253	ENSMUSG00000025885	5.550997	3.007203	0	6.508539	3.808663	6.88882	9.23993	0	0	3.534265	9.80876	2.630741	1.974727	0	0
ENSMUST00000154986	ENSMUST00000154986	ENSMUSG00000025885	0.755076	0.292839	0.214642	0.548996	2.16058	1.059022	0.47708	2.413571	0.379664	0.261759	0.960313	1.129788	0.895116	1.594124	1.117565
ENSMUST00000158064	ENSMUST00000158064	ENSMUSG00000088689	0	8.081169	5.743911	5.703979	14.425218	20.622538	5.982917	6.116385	11.020675	7.523558	8.344135	4.744965	4.050893	0	5.819299
ENSMUST00000158610	ENSMUST00000158610	ENSMUSG00000089235	9.779503	23.843187	16.619981	19.355665	18.459121	18.289065	17.295582	20.689199	28.439619	17.219826	19.663459	14.099173	14.911477	19.771914	29.762534
ENSMUST00000041053	ENSMUST00000041053	ENSMUSG00000036880	32.426855	23.387655	24.316262	29.086128	29.720785	44.969341	27.783852	23.047328	37.28043	40.038243	37.494166	31.884953	45.7138	31.463815	28.518388
ENSMUST00000237306	ENSMUST00000237306	ENSMUSG00000036880	0.304009	0.635544	0.763024	0.576972	0.28253	0.268753	0.677499	0.357405	0	0.973516	2.336608	0.635811	1.585389	0.664426	0.573352
ENSMUST00020183574	ENSMUST00020183574	ENSMUSG00002075900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000235192	ENSMUST00000235192	ENSMUSG00000117754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00020182915	ENSMUST00020182915	ENSMUSG00002075101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000236784	ENSMUST00000236784	ENSMUSG00000117767	0	0	0	0	0	0	0	0	0	0.029057	0	0	0	0.020886	0
ENSMUST00000066532	ENSMUST00000066532	ENSMUSG00000053846	8.924892	6.479608	6.062919	6.408202	6.907177	8.35963	5.067529	5.479473	6.499408	7.237986	5.067546	4.516893	6.354247	10.268262	6.352751
ENSMUST00000235783	ENSMUST00000235783	ENSMUSG00000053846	0.233749	0.144638	0.152533	0.104348	0.18849	0.492162	0.17306	0.11815	0.307675	0.092239	0.296371	0.076872	0.028632	0.334514	0.148333
ENSMUST00000237753	ENSMUST00000237753	ENSMUSG00000118384	0.211077	0.106426	0.057773	0.114785	0.16198	0.309173	0.57878	0.318658	0.107107	0.035288	0.239944	0.223229	0.23563	0.304457	0.09327
ENSMUST00000237431	ENSMUST00000237431	ENSMUSG00000062328	0.084576	0.117137	0	0.080259	0	0.034257	0.173386	0.081367	0.04325	0	0.111689	0.027253	0	0	0.087583
ENSMUST00000079716	ENSMUST00000079716	ENSMUSG00000062328	677.106565	644.034833	596.401546	681.28045	601.881453	679.938055	666.377877	556.494776	665.869891	603.721856	546.08658	578.268261	535.005547	511.960083	544.202267
ENSMUST00000082937	ENSMUST00000082937	ENSMUSG00000064871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000082713	ENSMUST00000082713	ENSMUSG00000064647	0	0	0	0	0	0	0	6.753574	0	0	0	0	0	0	0
ENSMUST00000082910	ENSMUST00000082910	ENSMUSG00000064844	0	5.894098	6.283016	9.681548	20.557412	6.591376	6.417956	3.376787	8.217296	0	4.604243	8.011638	13.309721	3.013046	16.892576
ENSMUST00000237271	ENSMUST00000237271	ENSMUSG00000118144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000040284	ENSMUST00000040284	ENSMUSG00000036299	50.404736	47.508542	43.476235	50.681221	54.191487	44.505741	55.041921	49.076012	47.458613	48.38244	47.960902	42.534343	46.799408	42.146021	51.725725
ENSMUST00000236421	ENSMUST00000236421	ENSMUSG00000036299	14.164091	11.888029	8.532459	10.914268	14.266733	10.513258	14.555433	8.861374	12.33995	9.625575	10.136355	11.322696	10.505619	12.783895	10.10647
ENSMUST00000237263	ENSMUST00000237263	ENSMUSG00000036299	11.901333	7.489536	9.812659	11.35817	8.101069	9.735286	11.439738	13.015787	12.727414	11.740548	10.222306	10.021615	8.203923	9.712768	11.952896
ENSMUST00000235420	ENSMUST00000235420	ENSMUSG00000036299	0.740567	0.915367	0.48927	1.218183	0.51267	1.342019	1.009284	0.432381	1.065215	0.387632	1.067236	0.387247	0.887973	0.914424	0.638925
ENSMUST00000236220	ENSMUST00000236220	ENSMUSG00000035765	0.578419	0.600794	0.519454	0.616603	0.706363	0.402035	0.598527	0.55677	0.987118	0.575395	0.598505	0.448349	0.468206	0.293824	0.808215
ENSMUST00000039608	ENSMUST00000039608	ENSMUSG00000035765	9.48825	9.391871	8.565557	10.268881	12.241456	11.054802	10.778259	10.493036	12.952745	11.571774	12.597772	10.864641	10.865532	11.333871	10.638565
ENSMUST00000235692	ENSMUST00000235692	ENSMUSG00000035765	0.305519	0.49201	0.345181	0.580765	0.550752	0.481925	0.678073	0.590226	0.80227	0.298119	0.662233	0.404563	0.512317	0.709637	0.512646
ENSMUST00020182482	ENSMUST00020182482	ENSMUSG00002075461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000235545	ENSMUST00000235545	ENSMUSG00000035765	0	0	0	0	0	0	0	0	0	0	0	0.072408	0	0	0
ENSMUST00000235554	ENSMUST00000235554	ENSMUSG00000035765	0.466948	0.713482	0.577099	0.57303	0.76567	0.928235	0.811654	0.749908	1.155272	0.663952	0.759559	0.565586	0.841853	0.755347	0.745445
ENSMUST00000236840	ENSMUST00000236840	ENSMUSG00000035765	0.261615	0.453711	0.232477	0.537745	0.236132	0.729777	0.508141	0.30701	0.835748	0.092298	0.312805	0.581451	0.099985	0.651423	0.315143
ENSMUST00000179328	ENSMUST00000179328	ENSMUSG00000094153	0	0	0	0.055452	0	0	0.055886	0	0	0	0	0	0	0	0
ENSMUST00000190465	ENSMUST00000190465	ENSMUSG00000102047	0.110469	0.048328	0.209987	0.421414	0.519103	0.410956	0.421251	0.238151	0.32629	0.128419	0.291591	0.285017	0.540616	0.092428	0.198652
ENSMUST00000185628	ENSMUST00000185628	ENSMUSG00000102047	0	0	0.466169	0	0	0	0	1.431147	0	0	0	0	0	0	0
ENSMUST00000186356	ENSMUST00000186356	ENSMUSG00000102047	0.050209	0	0.095794	0.047884	0.212345	0.37445	0.096544	0.215643	0.119548	0	0.133611	0.111368	0.624175	0.084716	0.075716
ENSMUST00000174338	ENSMUST00000174338	ENSMUSG00000092569	1.568308	3.438434	2.17157	1.929999	1.978511	3.301324	6.566461	5.19541	3.553809	1.067615	2.558053	3.889985	1.780101	1.835318	4.159559
ENSMUST00000026999	ENSMUST00000026999	ENSMUSG00000025880	12.967448	15.871213	13.762021	16.921275	12.780197	16.270031	16.751692	18.311397	18.426409	10.365904	9.813352	13.101776	12.491473	11.411379	17.270252
ENSMUST00000168918	ENSMUST00000168918	ENSMUSG00000025880	0.06676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000174843	ENSMUST00000174843	ENSMUSG00000025880	0.074538	0	0	0	0	0	0	0	0	0.18958	0	0	0	0	0.075729
ENSMUST00000174411	ENSMUST00000174411	ENSMUSG00000025880	0.884139	3.882616	1.767955	0	2.475521	2.48709	4.224906	6.084137	3.660105	1.552435	3.739996	2.91624	1.163602	3.339532	3.924891
ENSMUST00000172718	ENSMUST00000172718	ENSMUSG00000025880	1.445367	0.542134	0.180375	0.366627	1.188077	0.157387	0.78217	0.885219	0.71988	0.188321	0	0.135804	1.280819	0.495598	0.890588
ENSMUST00000165559	ENSMUST00000165559	ENSMUSG00000052928	2.101593	2.536677	2.322023	3.037579	2.861006	3.13559	2.645006	2.629582	4.210867	3.210502	2.740481	2.774233	3.08945	2.779791	3.122563
ENSMUST00000181913	ENSMUST00000181913	ENSMUSG00000097712	0.012465	0.153934	0.167802	0.059199	0.013585	0.034851	0.023888	0	0.10281	0.101952	0.098902	0.018476	0.097349	0	0.05155
ENSMUST00000235147	ENSMUST00000235147	ENSMUSG00000052928	0.157262	0.477767	0.411391	0.147652	0.271324	0.071243	0.38914	0	0.281489	0.291539	0.100423	0.058933	0.202574	0	0.49007
ENSMUST00000237826	ENSMUST00000237826	ENSMUSG00000118164	0	1.077693	0	0	0	1.127387	0	0	0	0	1.662261	1.842415	0	2.115773	0
ENSMUST00000180957	ENSMUST00000180957	ENSMUSG00000097302	0	0	0	0	0	0.04446	0.045843	0	0.05674	0	0	0.035268	0	0	0.098078
ENSMUST00000058997	ENSMUST00000058997	ENSMUSG00000044646	2.12716	4.038387	2.171497	3.244134	4.035243	3.327268	4.358129	4.855639	4.102199	1.938341	2.705417	5.495806	3.882369	2.503638	4.537476
ENSMUST00000236462	ENSMUST00000236462	ENSMUSG00000044646	0	0	0	0	0	0	0	0	0.036616	0	0	0	0	0.020774	0
ENSMUST00000238127	ENSMUST00000238127	ENSMUSG00000118311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000167921	ENSMUST00000167921	ENSMUSG00000044646	0.659056	1.190122	0.592279	1.359215	1.252705	1.405734	0.901714	0.900515	1.044559	0.743544	1.601746	1.230433	0.636459	1.465295	1.188813
ENSMUST00000236092	ENSMUST00000236092	ENSMUSG00000117797	0	0	0	0.029743	0	0	0	0.030021	0	0.073149	0.041452	0	0	0	0.032215
ENSMUST00000184549	ENSMUST00000184549	ENSMUSG00000098276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000237277	ENSMUST00000237277	ENSMUSG00000118294	0	0.661888	0	1.091186	2.957558	0	0	0.351539	0.4473	0.441291	0.499952	0.828406	0.481976	0.952158	0.366683
ENSMUST00000238024	ENSMUST00000238024	ENSMUSG00000118004	0.040117	0.082569	0.089989	0.025405	0.029126	0.074775	0.076885	0.064285	0.078799	0	0.070743	0.00991	0.034812	0.078583	0.110588
ENSMUST00000168423	ENSMUST00000168423	ENSMUSG00000024563	4.855541	5.391564	4.487364	4.474802	4.242852	4.880736	5.130453	3.997282	6.34227	4.569873	3.464406	3.066418	5.797504	4.073402	4.469522
ENSMUST00000091831	ENSMUST00000091831	ENSMUSG00000024563	2.597259	3.857352	3.189195	4.572677	4.216197	3.016427	4.042936	2.590845	2.42947	3.295107	2.810947	2.466215	2.941621	2.769726	2.460499
ENSMUST00000171256	ENSMUST00000171256	ENSMUSG00000024563	4.735413	5.250748	3.446709	4.313742	4.516739	3.290973	5.025535	3.296451	4.61391	3.507921	1.156714	2.53419	6.142659	4.315026	2.963954
ENSMUST00000172198	ENSMUST00000172198	ENSMUSG00000024563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000025453	ENSMUST00000025453	ENSMUSG00000024563	13.612286	14.313514	11.488127	12.229768	9.554563	9.871466	11.893136	9.827616	14.979656	15.004372	11.511897	8.440097	11.531065	11.324012	9.951491
ENSMUST00000165084	ENSMUST00000165084	ENSMUSG00000024563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000113930	ENSMUST00000113930	ENSMUSG00000024563	1.3992	3.124911	1.018039	0.413378	0.9819	2.11054	1.257385	0.812353	1.330068	1.453691	0	0.551295	0.700566	0.871469	1.513032
ENSMUST00000235901	ENSMUST00000235901	ENSMUSG00000117816	0	0.172358	0.184393	0	0	0	0	0	0	0.114803	0	0.07192	0	0.16542	0.198942
ENSMUST00000235949	ENSMUST00000235949	ENSMUSG00000117960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166956	ENSMUST00000166956	ENSMUSG00000091519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000026487	ENSMUST00000026487	ENSMUSG00000090000	34.660934	34.164582	28.141975	32.670075	27.265582	29.960214	33.307111	30.693555	30.228823	33.60864	28.518852	24.885177	27.083378	30.762316	29.634359
ENSMUST00000136800	ENSMUST00000136800	ENSMUSG00000090000	0.532514	0.402307	0.122366	0.259331	0.615845	0.489934	0.267302	0	0.330209	0.146688	0.463295	0.205159	0.066357	0.100728	0.208663
ENSMUST00000128679	ENSMUST00000128679	ENSMUSG00000090000	9.356963	5.943978	6.550102	13.709581	20.261593	10.705505	11.729265	7.291287	3.47239	12.813316	11.216766	6.940184	4.616389	11.198999	9.932313
ENSMUST00000142456	ENSMUST00000142456	ENSMUSG00000117732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000152369	ENSMUST00000152369	ENSMUSG00000090000	0.451447	0.517163	0.868609	0.864956	1.732333	0.919046	0.878541	0.710144	0.747305	0.418799	0.127161	0.611508	0.27449	0.948748	0.473029
ENSMUST00000097522	ENSMUST00000097522	ENSMUSG00000025421	2.17687	1.460344	1.721721	2.440986	2.073916	2.350344	1.815108	1.594879	2.999887	2.570513	1.932657	1.382136	2.46373	1.748005	2.244834
ENSMUST00000097521	ENSMUST00000097521	ENSMUSG00000025421	0.587355	0.634448	0.714785	0.412347	0.627812	0.641835	0.782278	0.404922	0.648736	0.425652	0.454512	0.519896	0.637738	0.510856	0.543161
ENSMUST00000145634	ENSMUST00000145634	ENSMUSG00000025421	13.272209	10.428332	10.015863	13.311478	12.224128	10.89984	13.058661	11.181735	14.077667	12.443673	11.847277	9.553183	12.909536	10.495485	10.921005
ENSMUST00000026485	ENSMUST00000026485	ENSMUSG00000025421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000150990	ENSMUST00000150990	ENSMUSG00000025421	0.910436	0.516559	0.969846	0.680027	0.592711	1.065657	0.782742	0.91501	1.171933	0.750005	0.767238	0.777885	1.274471	1.230154	0.816272
ENSMUST00000148955	ENSMUST00000148955	ENSMUSG00000025421	0.146851	0.463275	0.284571	0.234555	0.342846	0.374167	0.178391	0.044505	0.15707	0.326336	0.377341	0.032317	0.593104	0.25155	0.529955
ENSMUST00000126153	ENSMUST00000126153	ENSMUSG00000025420	0	0	0.053613	0.135272	0.202156	0.131124	0	0.109749	0	0.20678	0	0.161846	0.273016	0.172341	0.247723
ENSMUST00000135029	ENSMUST00000135029	ENSMUSG00000025420	0	0	0.039086	0.075631	0.036794	0	0	0	0	0	0	0	0	0	0
ENSMUST00000122984	ENSMUST00000122984	ENSMUSG00000025420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000137498	ENSMUST00000137498	ENSMUSG00000025420	0.107885	0	0	0	0	0.024057	0.092278	0	0.075697	0	0.065	0.02878	0	0	0
ENSMUST00000137354	ENSMUST00000137354	ENSMUSG00000025420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000154053	ENSMUST00000154053	ENSMUSG00000025420	0	0	0	0	0	0	0	0	0	0	0.334455	0	0	0	0
ENSMUST00000026486	ENSMUST00000026486	ENSMUSG00000025420	0.198901	0.118449	0.051498	0	0.142301	0	0	0	0	0	0	0	0	0	0
ENSMUST00000125744	ENSMUST00000125744	ENSMUSG00000025420	0	0	0.064994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000138336	ENSMUST00000138336	ENSMUSG00000025420	0	0	0	0	0.1842	0	0	0.065618	0.188692	0.073637	0	0	0.068807	0.051785	0
ENSMUST00000154665	ENSMUST00000154665	ENSMUSG00000025420	0	0.041524	0.092452	0	0.160586	0	0	0.153193	0	0	0	0	0	0.068533	0
ENSMUST00000123650	ENSMUST00000123650	ENSMUSG00000025420	0.336792	0	0	0	0	0.156987	0.107988	0	0.066932	0	0	0	0	0	0
ENSMUST00000114777	ENSMUST00000114777	ENSMUSG00000025423	6.230516	6.839964	6.545093	7.355311	3.211468	7.691876	7.556191	6.081871	9.063578	7.619029	6.823483	4.784299	8.486019	5.727919	6.63272
ENSMUST00000235135	ENSMUST00000235135	ENSMUSG00000025423	0	0.161147	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000114776	ENSMUST00000114776	ENSMUSG00000025423	1.728047	2.522136	2.461156	1.897437	2.060482	2.36084	2.178601	1.34103	1.994902	1.817324	1.330165	0.976633	1.908385	1.724272	1.656063
ENSMUST00000168882	ENSMUST00000168882	ENSMUSG00000025423	7.973484	8.080189	6.111093	7.317789	10.410124	6.756992	7.342634	7.221893	8.432757	6.064816	6.363627	6.619018	7.01578	6.915709	6.587118
ENSMUST00000238080	ENSMUST00000238080	ENSMUSG00000073532	0	0	0	0.013104	0	0	0.013219	0	0	0	0	0	0	0	0
ENSMUST00000097520	ENSMUST00000097520	ENSMUSG00000073532	0	0	0	0	0	0.045626	0	0	0	0.085887	0	0	0	0	0
ENSMUST00000075290	ENSMUST00000075290	ENSMUSG00000025425	0.059716	0.018283	0.035808	0.085229	0.024256	0.047661	0.065099	0.006339	0.071706	0.076369	0.008701	0.016503	0.149849	0.035885	0.055259
ENSMUST00000079618	ENSMUST00000079618	ENSMUSG00000025425	1.199638	0.475093	0.528124	0.9463	0.772158	0.923456	0.749155	0.346551	0.584055	0.888112	0.457538	0.17953	1.42931	0.692884	0.429084
ENSMUST00000118893	ENSMUST00000118893	ENSMUSG00000082784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000236592	ENSMUST00000236592	ENSMUSG00000025425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000238018	ENSMUST00000238018	ENSMUSG00000118108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000096547	ENSMUST00000096547	ENSMUSG00000032818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000148341	ENSMUST00000148341	ENSMUSG00000032818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000123410	ENSMUST00000123410	ENSMUSG00000032818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000035501	ENSMUST00000035501	ENSMUSG00000032818	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0
ENSMUST00000123166	ENSMUST00000123166	ENSMUSG00000032818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000026494	ENSMUST00000026494	ENSMUSG00000025427	0.011201	0	0	0.007234	0.012296	0.013918	0	0	0.032366	0.017437	0	0.006234	0.014575	0.006143	0.007902
ENSMUST00000182024	ENSMUST00000182024	ENSMUSG00000025427	0	0.017007	0	0.02415	0	0	0	0	0.042533	0	0	0.013097	0	0.027158	0.026313
ENSMUST00000182805	ENSMUST00000182805	ENSMUSG00000025427	0	0	0	0	0	0	0.10475	0	0	0	0	0	0	0	0
ENSMUST00000182153	ENSMUST00000182153	ENSMUSG00000025427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000182348	ENSMUST00000182348	ENSMUSG00000025427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000236419	ENSMUST00000236419	ENSMUSG00000117855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000182294	ENSMUST00000182294	ENSMUSG00000025427	0	0.019972	0.010889	0.021504	0	0	0	0.021772	0.02667	0.03968	0	0.016782	0	0.028505	0
ENSMUST00000182146	ENSMUST00000182146	ENSMUSG00000025427	0.042173	0	0	0	0.022821	0.019653	0	0	0	0	0	0	0.027454	0	0.021772
ENSMUST00000074653	ENSMUST00000074653	ENSMUSG00000047466	6.294733	7.093614	6.461225	7.311236	5.645686	6.065307	6.644523	5.356018	6.862578	6.795024	5.037352	4.363114	6.552406	5.341421	6.392896
