tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000134075	ENSMUST00000134075	ENSMUSG00000025909	13.551	6.225	3	1.739	0	0	8.596	0	9.832	9.684	0	10.456	8.135	5.6	0
ENSMUST00000119877	ENSMUST00000119877	ENSMUSG00000084353	0	1.099	0	3.629	0	0	1.148	0	1.098	1.106	0	3.506	0	3.555	1.149
ENSMUST00000191876	ENSMUST00000191876	ENSMUSG00000103933	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUST00020182635	ENSMUST00020182635	ENSMUSG00002075967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000151704	ENSMUST00000151704	ENSMUSG00000086195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000192115	ENSMUST00000192115	ENSMUSG00000104504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000194098	ENSMUST00000194098	ENSMUSG00000025909	1	1	0	2	1	1	5	1	3	6	0	0	8	0	0
ENSMUST00000126083	ENSMUST00000126083	ENSMUSG00000025909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000085919	ENSMUST00000085919	ENSMUSG00000066693	0	0	0	0	0	1	1.001	0	0	1.479	0	0	0	3.459	0
ENSMUST00000193635	ENSMUST00000193635	ENSMUSG00000102316	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUST00000195333	ENSMUST00000195333	ENSMUSG00000103819	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
ENSMUST00000195180	ENSMUST00000195180	ENSMUSG00000102871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000040649	ENSMUST00000040649	ENSMUSG00000101571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000192026	ENSMUST00000192026	ENSMUSG00000104428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000195217	ENSMUST00000195217	ENSMUSG00000102272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000083691	ENSMUST00000083691	ENSMUSG00000065625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000192792	ENSMUST00000192792	ENSMUSG00000103411	1	4	0	1	0	0	0	0	4	0	3	1	1	4	1
ENSMUST00000072079	ENSMUST00000072079	ENSMUSG00000061024	751.853	1252.325	832.955	1232.947	690.897	687.929	958.439	902.982	741.411	736.055	610	1010	370.001	995.456	714.957
ENSMUST00000144177	ENSMUST00000144177	ENSMUSG00000025911	1.697	0	7.505	4.447	20	6.248	4.074	4.903	1.761	7.343	7.282	0	2.115	1.854	1.868
ENSMUST00000027044	ENSMUST00000027044	ENSMUSG00000025911	7.989	10.033	8.495	23.553	0	16.474	11.926	6.097	17.239	10.551	11.718	16.026	47.984	32.146	24.132
ENSMUST00000130927	ENSMUST00000130927	ENSMUSG00000025911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000186467	ENSMUST00000186467	ENSMUSG00000025911	2.314	1.967	0	0	0	0	0	0	0	0	0	2.974	0	0	0
ENSMUST00000190654	ENSMUST00000190654	ENSMUSG00000025911	0	0	0	0	0	2.279	0	0	0	6.106	0	0	17.901	0	0
ENSMUST00000115480	ENSMUST00000115480	ENSMUSG00000079671	6.986	25.437	7.725	12.8	13.608	14.631	9.419	10.399	11.927	15.896	3	9.912	11.199	10.843	7
ENSMUST00000145176	ENSMUST00000145176	ENSMUSG00000079671	1.272	1.985	0	0	0	0	3.201	1.601	2.662	1.271	0	2.948	0	6.047	0
ENSMUST00000121942	ENSMUST00000121942	ENSMUSG00000081441	0	0	0	0	0	0	0	0	1.37	0	0	0	0	1.564	2.119
ENSMUST00000148585	ENSMUST00000148585	ENSMUSG00000079671	7.313	16.809	7.601	10.516	1.027	2.048	3.32	2	13.578	9.753	7.282	3.14	10.151	5.111	5.927
ENSMUST00000153239	ENSMUST00000153239	ENSMUSG00000079671	2.428	11.769	4.674	1.684	3.364	3.322	3.06	0	3.833	4.08	2.718	0	1.594	0	2.073
ENSMUST00000088666	ENSMUST00000088666	ENSMUSG00000067879	3	0	0	3	1	5	0	2	6	3	1	0	9	2	3
ENSMUST00000148310	ENSMUST00000148310	ENSMUSG00000079671	0	0	0	0	0	0	0	0	0	0	0	0	2.056	0	0
ENSMUST00000191209	ENSMUST00000191209	ENSMUSG00000099827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000088658	ENSMUST00000088658	ENSMUSG00000025912	205.306	231.221	187.534	172.881	165.712	207.885	262.53	212.025	146.862	140.831	103.91	148.715	133	215.403	201.915
ENSMUST00000115468	ENSMUST00000115468	ENSMUSG00000025912	34.754	34.211	38.105	38.936	58.802	42.31	58.801	38.994	19.45	47.306	16.06	37.013	0	35.261	26.816
ENSMUST00000160022	ENSMUST00000160022	ENSMUSG00000025912	6.743	4.831	0	0	0	0	0	0	0	0	0	0	0	0	2.239
ENSMUST00000160451	ENSMUST00000160451	ENSMUSG00000025912	6.431	14.738	2.362	1.183	6.486	2.805	17.669	4.981	4.688	4.863	8.03	2.272	0	5.336	5.03
ENSMUST00000188212	ENSMUST00000188212	ENSMUSG00000025912	10.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000057438	ENSMUST00000057438	ENSMUSG00000045210	2981	3884	2998	3626	2505	3445	3485	3411	3013	2726	2228	3586	2162	3345	2903
ENSMUST00000181821	ENSMUST00000181821	ENSMUSG00000097893	0	1	0	4	2	0	0	1	3	2	0	0	1	0	2
ENSMUST00000181358	ENSMUST00000181358	ENSMUSG00000097893	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0
ENSMUST00000191287	ENSMUST00000191287	ENSMUSG00000097893	4	6.584	3	4	0	0	0	4	0	0	1	2	4	6	2
ENSMUST00000189431	ENSMUST00000189431	ENSMUSG00000097893	0	0	0	0	4.897	0	2	0	2	1	0	0	0	0	0
ENSMUST00000207445	ENSMUST00000207445	ENSMUSG00000097893	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUST00000209020	ENSMUST00000209020	ENSMUSG00000097893	0	1.416	0	0	2.103	1	0	0	0	0	0	0	0	0	0
ENSMUST00000189322	ENSMUST00000189322	ENSMUSG00000097893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166384	ENSMUST00000166384	ENSMUSG00000025915	54.013	56.193	15.283	36.843	53.024	22.54	0	0	61.592	12.669	88.108	0	80.891	19.931	0
ENSMUST00000188782	ENSMUST00000188782	ENSMUSG00000025915	11.517	0	18.21	26.557	0	12.967	0	0	14.182	14.189	5.671	45.524	0	13.722	0
ENSMUST00000168907	ENSMUST00000168907	ENSMUSG00000025915	155.826	260.765	151.811	143.034	142.723	208.541	261.453	167.126	69.032	166.246	112.291	153.395	81.745	115.181	201.896
ENSMUST00000188625	ENSMUST00000188625	ENSMUSG00000025915	19.45	37.573	27.3	27.406	20.234	28.621	49.028	19.311	51.22	29.422	22.597	42.304	34	26.367	28.915
ENSMUST00000188738	ENSMUST00000188738	ENSMUSG00000025915	0	0	0	0	0	0	0	0	0	0	17.414	0	20.806	0	0
ENSMUST00000188298	ENSMUST00000188298	ENSMUSG00000025915	36.975	90.566	0	71.884	44.105	15.593	62.09	42.609	42.012	49.878	9.28	32.463	63.771	26.035	66.088
ENSMUST00000063059	ENSMUST00000063059	ENSMUSG00000046334	0	0	0	1	0	1.003	1	0	0	0	0	1	1	0	2
ENSMUST00020183231	ENSMUST00020183231	ENSMUSG00002075801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000171265	ENSMUST00000171265	ENSMUSG00000025915	0	0	51.693	0	0	0	0	0	61.184	72.47	0	0	0	120.684	0
ENSMUST00000188830	ENSMUST00000188830	ENSMUSG00000025915	1.854	2.059	0	0	0	2.075	0	0	0	2.393	0	0	0	0	0
ENSMUST00000189050	ENSMUST00000189050	ENSMUSG00000025915	2.098	10.069	5.364	12.18	8.209	5.6	4.448	4.885	8.449	0	10.648	8.915	9.134	1.94	4.841
ENSMUST00000097826	ENSMUST00000097826	ENSMUSG00000025915	176.072	118.703	97.834	112.438	92.729	104.604	42.486	110.852	115.986	90.31	0	118.013	0	81.232	35.275
ENSMUST00000191338	ENSMUST00000191338	ENSMUSG00000025915	20.635	40.547	22.438	32.116	22.437	27.319	22.681	20.869	37.942	22.115	13.623	24.542	21.338	24.521	28.907
ENSMUST00000188486	ENSMUST00000188486	ENSMUSG00000025915	16.561	32.525	23.066	20.543	15.54	40.14	11.813	15.348	45.399	20.309	21.369	18.844	20.314	25.387	24.078
ENSMUST00000052843	ENSMUST00000052843	ENSMUSG00000046101	1	0	1	0	2	0	3	0	1	0	0	1	1	0	0
ENSMUST00000171802	ENSMUST00000171802	ENSMUSG00000046101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000125294	ENSMUST00000125294	ENSMUSG00000046101	0	0	0	0	1	0	1.715	2	0	0	0	0	0	2	0
ENSMUST00000140948	ENSMUST00000140948	ENSMUSG00000046101	2	0	0	0	0	0	1.285	0	0	5	0	0	0	0	3
ENSMUST00000118098	ENSMUST00000118098	ENSMUSG00000046101	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSMUST00000183059	ENSMUST00000183059	ENSMUSG00000046101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000182580	ENSMUST00000182580	ENSMUSG00000098234	197.856	257.266	164.017	244.418	155.252	232.849	344.962	199.965	127.652	199.311	132.535	252.735	154.263	155.164	216.503
ENSMUST00000182819	ENSMUST00000182819	ENSMUSG00000098234	120.706	167.119	111.697	146.297	97.274	119.701	126.678	106.836	110.186	76.491	68.241	89.684	65.129	104.012	125.529
ENSMUST00000182043	ENSMUST00000182043	ENSMUSG00000098234	11.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000182498	ENSMUST00000182498	ENSMUSG00000098234	36.145	40.503	38.289	23.531	32.564	39.375	57.321	37.875	25.217	23.135	22.342	29.643	16.867	38.576	36.971
ENSMUST00000182742	ENSMUST00000182742	ENSMUSG00000098234	74.005	129.112	86.997	47.754	76.91	71.075	87.039	68.324	43.944	29.063	33.881	75.937	33.741	42.248	77.997
ENSMUST00000175437	ENSMUST00000175437	ENSMUSG00000093178	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUST00000185184	ENSMUST00000185184	ENSMUSG00000099032	7.456	17	10	23.331	33	20	17	35	15	28	1.932	22.316	7.724	12	20
ENSMUST00000097824	ENSMUST00000097824	ENSMUSG00000099032	12.544	0	0	5.669	0	0	0	0	0	0	15.068	7.684	8.276	0	0
ENSMUST00000192299	ENSMUST00000192299	ENSMUSG00000104025	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSMUST00000147000	ENSMUST00000147000	ENSMUSG00000025916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000124874	ENSMUST00000124874	ENSMUSG00000025916	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUST00000027049	ENSMUST00000027049	ENSMUSG00000025916	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUST00000130102	ENSMUST00000130102	ENSMUSG00000025916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000176398	ENSMUST00000176398	ENSMUSG00000025916	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUST00000134692	ENSMUST00000134692	ENSMUSG00000087199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000155163	ENSMUST00000155163	ENSMUSG00000025916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUST00000239726	ENSMUST00000239726	ENSMUSG00000119658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000027050	ENSMUST00000027050	ENSMUSG00000025917	2024.919	2549.471	1892.432	1955.109	1804.077	1800.916	2143.886	1591.418	1429.815	1502.933	1341.545	1967.005	1093.798	1905.098	1775.145
ENSMUST00000190155	ENSMUST00000190155	ENSMUSG00000025917	0	15.277	51.988	144.539	23.555	0	0	0	28.617	0	0	123.958	34.765	70.723	0
ENSMUST00000186528	ENSMUST00000186528	ENSMUSG00000025917	40.545	62.545	0	85.071	67.756	84.545	159.056	70.404	50.346	105.982	55.359	80.666	57.282	128.782	62.194
ENSMUST00000188619	ENSMUST00000188619	ENSMUSG00000025917	0	32.965	0	0	0	0	27.495	38.452	0	0	21.369	30.662	0	0	0
ENSMUST00000139578	ENSMUST00000139578	ENSMUSG00000025917	106.754	166.991	132.096	178.003	112.574	200.324	191.068	130.821	176.395	124.494	102.172	147.506	107.839	158.782	192.056
ENSMUST00000150509	ENSMUST00000150509	ENSMUSG00000025917	31.422	16.692	31.272	28.98	39.61	25.657	27.208	5.239	26.595	28.269	14.512	7.962	35.621	37.98	28.315
ENSMUST00000191296	ENSMUST00000191296	ENSMUSG00000025917	24.36	58.059	22.212	42.299	30.428	43.559	33.288	31.666	38.232	17.323	32.043	20.241	37.694	37.635	36.29
ENSMUST00000190610	ENSMUST00000190610	ENSMUSG00000056763	28.111	31.401	23.177	31.214	21	39.294	30.077	13.088	59.486	24.301	17.079	34.102	19.072	37	35.097
ENSMUST00000191012	ENSMUST00000191012	ENSMUSG00000056763	0	0	1.296	0	0	0	0	0	0	0	0	0	1.175	0	1.272
ENSMUST00000071087	ENSMUST00000071087	ENSMUSG00000056763	481.681	582.686	498.356	585.665	525.761	730.094	630.276	626.801	565.908	505.819	408.051	687.012	439.969	548.807	524.968
ENSMUST00000143606	ENSMUST00000143606	ENSMUSG00000056763	225.284	302.244	246.468	245.004	208.281	403.832	386.219	256.923	393.245	190.244	212.311	273.94	305.897	279.884	260.263
ENSMUST00000191360	ENSMUST00000191360	ENSMUSG00000056763	0	0	0	0	0	0	12.592	0	0	0	0	0	0	12.62	30.9
ENSMUST00000117415	ENSMUST00000117415	ENSMUSG00000056763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000191521	ENSMUST00000191521	ENSMUSG00000056763	0	1.333	0	0	0	0	0	0	3.707	0	1.397	0	0	0	0
ENSMUST00000118263	ENSMUST00000118263	ENSMUSG00000056763	53.852	31.123	22.52	44.627	25.543	74.508	87.55	57.452	55.201	42.936	29.084	54.606	9.892	47.498	3.422
ENSMUST00000122156	ENSMUST00000122156	ENSMUSG00000056763	201.191	229.819	142.566	212.482	92.683	288.993	249.993	157.69	259.595	126.149	136.444	186.173	184.804	221.398	201.69
ENSMUST00000190063	ENSMUST00000190063	ENSMUSG00000056763	0	0	0	0	11.563	0	0	0	0	0	0	0	0	0	0
ENSMUST00000119714	ENSMUST00000119714	ENSMUSG00000056763	19.014	60.829	54.205	33.236	53.824	71.257	25.34	51.066	48.411	37.056	28.909	58.574	22.101	70.621	43.698
ENSMUST00000134716	ENSMUST00000134716	ENSMUSG00000056763	0	1.823	0	0	0	0	0	0	1.735	0	0	1.606	5.372	0	0
ENSMUST00000155974	ENSMUST00000155974	ENSMUSG00000056763	0	1.368	0	0	0	0	0	0	0	0	0	0	0	0	1.56
ENSMUST00000186294	ENSMUST00000186294	ENSMUSG00000056763	65.257	11.92	14.994	53.943	37.314	63.021	44.939	30.006	42.412	4.559	30.645	3.909	19.09	45.42	52.284
ENSMUST00000149214	ENSMUST00000149214	ENSMUSG00000056763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000194474	ENSMUST00000194474	ENSMUSG00000102356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000190318	ENSMUST00000190318	ENSMUSG00000056763	375	535.994	392	428.293	347.265	763.188	721.617	508.158	641.445	319.387	369.475	461.818	394.569	508.579	435.534
ENSMUST00000188249	ENSMUST00000188249	ENSMUSG00000056763	0	1.639	0	12.833	7.383	7.96	12.125	11.314	8.705	5.982	6.15	2.725	7.477	1.878	4.564
ENSMUST00000153804	ENSMUST00000153804	ENSMUSG00000056763	20.191	45.367	29.462	35.772	14.709	67.219	55.559	36.526	51.085	21.254	34.567	38.946	37.134	42.484	31.959
ENSMUST00000188449	ENSMUST00000188449	ENSMUSG00000056763	11.407	13.338	6.814	10.737	21.657	13.647	13.5	12.337	12.38	8.008	2.896	10.074	6.537	3.484	19.945
ENSMUST00000123261	ENSMUST00000123261	ENSMUSG00000056763	7.875	9.151	7.059	6.636	4.926	13.426	11.177	12.161	12.424	7.673	4.336	7.021	11.54	21.878	6.813
ENSMUST00000185422	ENSMUST00000185422	ENSMUSG00000056763	3.588	4.232	0	4.275	0	0	0	4.876	8.589	0	0	4.878	0	9.236	2.44
ENSMUST00000190625	ENSMUST00000190625	ENSMUSG00000056763	0	0	0	0	0	0	0	0	0	1.318	0	0	0	1.539	0
ENSMUST00000187226	ENSMUST00000187226	ENSMUSG00000056763	0	3.421	0	0	3.37	14.908	0	0	2.87	0	0	0	0	0	0
ENSMUST00000136283	ENSMUST00000136283	ENSMUSG00000056763	11.717	19.967	16.884	12.445	15.735	24.96	24.094	17.976	19.368	10.472	5.501	16.498	17.612	23.443	19.723
ENSMUST00000128164	ENSMUST00000128164	ENSMUSG00000056763	12.711	20.659	15.915	24.075	24.001	34.078	18.414	19.764	25.814	7.44	21.437	11.644	16.588	17.803	22.405
ENSMUST00000136898	ENSMUST00000136898	ENSMUSG00000056763	3.284	4.907	5.06	8.242	2.358	4.717	5.741	2.488	3.575	2.145	4.782	0	2.05	1.081	1.046
ENSMUST00000148663	ENSMUST00000148663	ENSMUSG00000056763	24.837	40.779	25.225	4.52	26.626	28.898	36.785	39.374	43.044	23.256	15.938	46.473	9.12	35.347	17.416
ENSMUST00000088615	ENSMUST00000088615	ENSMUSG00000067851	11135.399	13202.732	10838.444	12583.422	10206.286	12185.208	12461.583	11524.835	9752.323	8507.051	7593.88	11851.001	7558.509	12290.678	10537.376
ENSMUST00000187417	ENSMUST00000187417	ENSMUSG00000067851	0	0	11.998	17.287	0	0	0	0	0	0	0	57.733	0	0	0
ENSMUST00000142497	ENSMUST00000142497	ENSMUSG00000067851	78.896	139.781	78.178	82.044	135.52	69.998	127.633	80.902	91.115	60.369	21.588	74.862	52.089	103.159	89.125
ENSMUST00000156563	ENSMUST00000156563	ENSMUSG00000067851	125.73	159.048	102.519	120.027	110.087	154.769	192.76	132.732	185.535	110.187	114.349	141.894	135.77	165.779	160.342
ENSMUST00000128834	ENSMUST00000128834	ENSMUSG00000067851	7.676	10.818	7.476	8.64	7.724	19.686	18.321	17.09	15.331	7.389	2.122	13.256	8.581	12.149	6.529
ENSMUST00020183640	ENSMUST00020183640	ENSMUSG00002076532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000131556	ENSMUST00000131556	ENSMUSG00000067851	27.242	195.987	87.181	76.816	186.303	174.292	220.825	206.409	179.118	60.332	149.077	193.825	90.283	100.266	72.581
ENSMUST00000192111	ENSMUST00000192111	ENSMUSG00000102556	99	140	93	141	80	183	181	106	186	83	66	96	98	103	124
ENSMUST00000186813	ENSMUST00000186813	ENSMUSG00000067851	53.056	55.52	52.582	39.598	29.82	88.046	84.381	41.031	56.32	17.16	45.613	45.674	38.797	41.105	31.722
ENSMUST00000186720	ENSMUST00000186720	ENSMUSG00000067851	0	46.113	13.622	39.166	32.26	0	36.495	43.001	44.257	16.512	18.372	40.755	18.97	71.863	51.324
ENSMUST00000153695	ENSMUST00000153695	ENSMUSG00000042501	0	0	0	0	0	0	0	0	0	0	0	3.856	0	0	0
ENSMUST00000035577	ENSMUST00000035577	ENSMUSG00000042501	30	30.546	22.565	45	33.218	45.163	18.691	17	42.634	46	20.507	45.583	52	41.044	30.662
ENSMUST00000194845	ENSMUST00000194845	ENSMUSG00000103810	3	1	1	2	6	6	2	2	9	1	4	4	3	5	9
ENSMUST00000147575	ENSMUST00000147575	ENSMUSG00000042501	8	6	2	7	11	11	8	5	18	12	10	7	9	24	17
ENSMUST00000118350	ENSMUST00000118350	ENSMUSG00000083422	1	2	0	3	6	0	1	2	8	1	2	2	3	6	0
ENSMUST00000240462	ENSMUST00000240462	ENSMUSG00000119312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000140938	ENSMUST00000140938	ENSMUSG00000042501	0	1.454	1.435	0	1.782	5.837	1.309	0	8.366	0	4.493	3.561	0	2.956	2.338
ENSMUST00000119252	ENSMUST00000119252	ENSMUSG00000081417	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
ENSMUST00000192705	ENSMUST00000192705	ENSMUSG00000103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000189483	ENSMUST00000189483	ENSMUSG00000100212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000188013	ENSMUST00000188013	ENSMUSG00000100648	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0
ENSMUST00020182331	ENSMUST00020182331	ENSMUSG00002076499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000027056	ENSMUST00000027056	ENSMUSG00000048960	3417.897	4488.168	3155.663	4379.551	2573.805	3410.351	5718.118	5834.081	3399.61	3052.169	1986.466	3811.695	2321.326	2429.835	5203.716
ENSMUST00000190935	ENSMUST00000190935	ENSMUSG00000048960	36.317	47.234	28.643	39.91	35.24	57.648	69.774	36.586	83.253	53.9	34.007	49.794	53.186	36.018	37.86
ENSMUST00000189822	ENSMUST00000189822	ENSMUSG00000048960	122.027	230.392	111.206	218.474	223.21	189.872	362.652	287.835	175.362	116.34	176.102	300.127	150.963	74.545	236.304
ENSMUST00000104130	ENSMUST00000104130	ENSMUSG00000077318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000187694	ENSMUST00000187694	ENSMUSG00000048960	17.04	44.637	25.489	18.454	21.166	25.191	52.244	33.276	34.046	15.821	21.898	36.481	28.449	17.904	23.876
ENSMUST00000187404	ENSMUST00000187404	ENSMUSG00000101827	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUST00000188189	ENSMUST00000188189	ENSMUSG00000048960	0	0	0	38.082	25.842	35.597	51.285	0	0	0	0	0	0	24.697	0
ENSMUST00000187745	ENSMUST00000187745	ENSMUSG00000048960	5.718	17.927	0	0	8.012	10.342	4.606	25.378	0	4.075	9.527	6.419	3.968	0	33.396
ENSMUST00000189385	ENSMUST00000189385	ENSMUSG00000048960	0	13.396	0	0	3.127	0	0	0	3.729	4.6	0	3.485	0	0	22.848
ENSMUST00000188154	ENSMUST00000188154	ENSMUSG00000048960	0	6.245	0	4.529	6.598	0	2.321	2.845	0	3.095	0	0	3.109	0	0
ENSMUST00000193623	ENSMUST00000193623	ENSMUSG00000103494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000171690	ENSMUST00000171690	ENSMUSG00000057715	0	0	2.203	0	2.2	0	0	3	0	0	0	4.072	0	0	7.256
ENSMUST00000048613	ENSMUST00000048613	ENSMUSG00000057715	0	0	1.204	0	0	0	0	0	2.304	6.122	0	2.153	0	0	0
ENSMUST00000150870	ENSMUST00000150870	ENSMUSG00000057715	0	0	1.594	0	1.8	0	0	0	0	0	1	0	0	0	1.485
ENSMUST00000142117	ENSMUST00000142117	ENSMUSG00000057715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000141512	ENSMUST00000141512	ENSMUSG00000057715	0	0	0	0	0	0	2	0	0	4.695	0	0	0	12.407	2.092
ENSMUST00000135014	ENSMUST00000135014	ENSMUSG00000057715	19	0	0	8.911	0	8.436	0	0	21.073	25.183	0	0	24.357	6.315	0
ENSMUST00000137824	ENSMUST00000137824	ENSMUSG00000057715	0	0	0	0	0	0	0	0	8.624	0	0	0	0	0	1.167
ENSMUST00000179089	ENSMUST00000179089	ENSMUSG00000057715	0	0	0	4.089	0	3.564	0	0	0	0	4	1.775	2.482	0	0
ENSMUST00000194502	ENSMUST00000194502	ENSMUSG00000103825	1	0	0	1	0	1	1	0	3	0	0	0	0	2	0
ENSMUST00000141339	ENSMUST00000141339	ENSMUSG00000057715	0	1	0	0	0	0	0	0	0	0	0	0	0	4.278	0
ENSMUST00000191437	ENSMUST00000191437	ENSMUSG00000057715	0	0	0	0	0	0	0	0	0	0	0	0	2.161	0	2
ENSMUST00000188880	ENSMUST00000188880	ENSMUSG00000099845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000195360	ENSMUST00000195360	ENSMUSG00000103561	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0
ENSMUST00000187748	ENSMUST00000187748	ENSMUSG00000101610	0	0	0	0	0	0	1	0	2.001	1	0	0	0	0	1
ENSMUST00000239837	ENSMUST00000239837	ENSMUSG00000118923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000183490	ENSMUST00000183490	ENSMUSG00000098555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181461	ENSMUST00000181461	ENSMUSG00000097628	0	0	0	0	0	0	1	1	0	0	0	0	1.047	0	0
ENSMUST00000182390	ENSMUST00000182390	ENSMUSG00000098163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181272	ENSMUST00000181272	ENSMUSG00000097171	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUST00000186962	ENSMUST00000186962	ENSMUSG00000101314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000177608	ENSMUST00000177608	ENSMUSG00000016918	342.687	960.978	438.474	418.39	223.548	463.046	512.446	407.189	320.61	1011.359	279.591	319.254	238.793	356.081	188.978
ENSMUST00000180062	ENSMUST00000180062	ENSMUSG00000016918	65.463	328.323	63.136	0	88.734	51.425	133.288	112.368	47.945	233.447	0	10.828	142.22	126.086	84.323
ENSMUST00000186051	ENSMUST00000186051	ENSMUSG00000016918	20.411	45.9	27.149	20.866	20.208	22.892	34.232	15.45	38.93	36.871	7.484	11.413	27.148	29.834	10.165
ENSMUST00000187376	ENSMUST00000187376	ENSMUSG00000016918	15.382	104.433	25.701	22.5	5.208	26.848	77.099	44.728	81.102	84.263	23.717	25.797	35.45	46.728	19.853
ENSMUST00000088585	ENSMUST00000088585	ENSMUSG00000016918	441.783	939.013	520.784	554.532	225.674	582.256	672.641	727.774	382.683	1632.68	267.953	632.982	292.867	482.177	301.881
ENSMUST00000189541	ENSMUST00000189541	ENSMUSG00000016918	0	0	0	0	0	1.342	0	0	0	0	0	0	0	0	0
ENSMUST00000186405	ENSMUST00000186405	ENSMUSG00000016918	0	14.162	6.187	9.279	13.148	12.399	3.683	1.182	5.105	8.845	2.639	6.298	6.99	3.938	3.756
ENSMUST00000186674	ENSMUST00000186674	ENSMUSG00000016918	4.222	50.19	29.569	18.433	11.631	32.791	28.496	19.308	29.915	43.535	28.398	18.269	14.758	20.246	11.711
ENSMUST00000189447	ENSMUST00000189447	ENSMUSG00000016918	2.052	0	0	0	5.486	0	0	0	2.337	0	4.34	2.279	0	0	5.332
ENSMUST00000185780	ENSMUST00000185780	ENSMUSG00000016918	0	0	0	0	4.363	0	12.115	0	30.374	0	6.878	33.88	15.774	27.909	0
ENSMUST00000188454	ENSMUST00000188454	ENSMUSG00000025938	137.596	463.146	204.575	219.342	273.809	35.576	575.795	187.756	282.398	258.342	402.846	69.26	34.071	143.513	365.227
ENSMUST00000115403	ENSMUST00000115403	ENSMUSG00000025938	478.172	756.945	659.376	698.554	363.001	347.455	306.663	954.653	458.757	413.448	150.169	373.678	299.839	203.069	555.421
