gene_id	gene_name	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUSG00000000001	Gnai3	10593.0886083415	11909.2961816618	9045.65656095151	9231.19579545111	7991.21649878821	9327.8366796653	11147.0832783209	9450.05697068198	7306.72179550362	8685.79032591839	5292.78597205638	8964.23289361597	5727.59932653319	10195.0633720472	8808.73601675214
ENSMUSG00000000003	Pbsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000028	Cdc45	576.145057367882	643.066937420761	572.187064448143	563.840203865646	465.21846861499	402.639822148485	633.34490658625	449.12426470614	296.413812695383	418.209761896188	273.569483779479	486.561478281364	284.314857346682	543.61924822513	486.51889604904
ENSMUSG00000000031	H19	1666.9404998115	1975.27095036125	5768.21070317964	206.025946100604	2074.06498427247	1058.07864860096	3823.22238270582	2700.70047507686	80.3975077583249	204.354395505761	892.081763839327	1895.75951111314	128.727622564093	1271.73841777207	2143.48243510321
ENSMUSG00000000037	Scml2	53.0015425429382	30.7104466411756	35.5145857589469	123.533409343251	48.1591046797312	41.3134349332119	102.722026738705	47.0703641988753	55.6623987354464	23.076417822511	41.7549820083635	73.378871721824	43.3559633226124	52.0917701987765	37.2917175314212
ENSMUSG00000000049	Apoh	3.33962450139435	5.81666268670481	1.66846409272958	11.7052778018107	3.78793864756185	6.13838142362435	1.65472379382924	8.35799301944668	2.49902093528543	5.03118652454457	4.51213928798511	5.79034299105334	4.97774976866437	2.49612273708142	3.32889313220468
ENSMUSG00000000056	Narf	2077.14796241726	2499.41487096348	2292.36413613219	1915.61671324331	1558.56889229564	2833.87244267803	2435.43541637883	1819.75221108898	2720.02017202701	1889.38446591933	1259.80511972365	2524.47708173765	1781.29810308026	2139.32340966716	1763.00358258221
ENSMUSG00000000058	Cav2	1021.63315919998	1833.19114532178	827.84488988265	1113.93718047765	745.179546164125	1041.84622649899	794.531178592068	629.346980621128	1128.91022753898	1358.64554636479	622.4835572236	899.952387056308	795.862577168013	1114.40280534865	918.128927894374
ENSMUSG00000000078	Klf6	9222.11644823617	17942.2104445164	10228.8540918024	12378.8106348917	10877.6984005514	12311.9998258899	9968.54595476288	10942.9555889085	9694.22771569383	11056.9459716469	5416.32266966321	8653.02452957947	9128.93317958991	13150.4688152089	8895.42428160095
ENSMUSG00000000085	Scmh1	1039.17789622777	1542.51102580038	1138.47080997049	1266.71054358838	1000.58781730985	1189.8123460315	1298.18957833629	1104.51572333251	1104.63965865346	905.438517905787	1159.00922501439	1513.31870931967	795.712368413584	1220.72223182253	1158.33897488335
ENSMUSG00000000088	Cox5a	5690.61703446775	5446.61247154772	4987.60417785293	6199.58429687795	4585.93796569058	5764.28068256709	5123.85412123837	4503.07512548343	4192.04301747054	4371.40557211171	4005.81395764858	6071.49656848922	3397.78435939173	6096.93343840113	4255.22807560234
ENSMUSG00000000093	Tbx2	275.907576843357	416.25999672939	234.48172619535	324.213480823616	353.187083318865	519.082791172368	473.470806060782	317.655168197926	306.771257906932	361.157583362504	262.161117540838	491.616424211822	237.349111441486	320.170581616311	339.994775786603
ENSMUSG00000000094	Tbx4	66.2755341503308	175.296798482743	54.5464806044354	49.3718695233295	38.0030340483456	75.8744020816512	129.75130505054	211.859521370036	46.2878028029108	69.8930271873213	37.4526099980691	173.87974157722	23.9165189111906	55.2403203034163	50.3364467340588
ENSMUSG00000000103	Zfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000120	Ngfr	206.682093610394	247.564346150646	94.5904297788858	198.141622971951	173.053493545832	256.057939720184	138.970889879044	176.920259217874	349.643990291656	256.545044704317	120.166785497268	269.688159426667	316.140940173472	220.443843836125	299.860921992657
ENSMUSG00000000125	Wnt3	45.1502324741459	50.912706750684	106.645382015088	79.0675090403299	91.4247010242453	79.7095387079744	100.269574309942	134.697632606257	63.7724519761828	50.3089071100264	51.6520222435084	131.355932960156	47.8728164305344	84.8000431257447	95.2607299857251
ENSMUSG00000000126	Wnt9a	41.1360825743343	125.780450384744	33.2052868190775	35.0266113302662	36.7891051183292	49.817295284498	17.8684023905721	49.2558874287103	60.7703813312623	108.658489960276	28.8020547788467	56.7234409001219	57.8439425097731	37.9064075385323	53.1502978805215
ENSMUSG00000000127	Fer	920.923440052788	1132.10411583883	819.877092106895	947.767535322751	851.560826846294	1089.64060023461	981.15511720189	838.330034965039	968.560362527186	1023.72506679597	582.999537198751	866.799211427037	713.826222104992	1054.65846358685	877.362312989602
ENSMUSG00000000131	Xpo6	3043.13309095329	4019.39580714211	3050.77777389364	3188.316346517	3125.05393127218	3216.75603746038	3590.68209762683	3185.33308758726	2762.43727048958	2722.69517173602	2482.79681874241	4148.53735814038	2118.32348253594	3717.38094339026	3395.84984381873
ENSMUSG00000000134	Tfe3	805.794618978396	1336.21153838227	784.052546518268	1057.22409579838	845.589756595893	1017.74195412553	974.068650275338	1202.77253036615	993.551721816773	850.24220540144	754.977192200713	1212.64319528175	612.422635755677	1068.79574917049	1006.43021298226
ENSMUSG00000000142	Axin2	7404.70641704644	8996.14499800336	7855.11273325134	8388.50035773507	8304.26096335413	8733.6165169078	12645.9638010047	11921.6258508763	7732.65728863744	3684.32407915848	4125.26534005278	11850.0128952462	5003.5473229541	5078.12822387391	10420.3204718629
ENSMUSG00000000148	Brat1	677.091435471627	769.91374332382	632.666515751854	686.27309779108	562.85219261112	836.087479794712	787.447512007499	719.294976731369	738.723927087415	651.447166466923	552.624589877138	934.011753233869	541.972429193969	835.923977650514	675.233245347224
ENSMUSG00000000149	Gna12	1872.32963234873	2498.12812735821	1800.43638881939	2279.391008389	1799.25481383828	2330.10621003139	2887.75377000973	2626.0616372076	2060.99916319402	2551.87236724728	1478.29281947086	3031.2223534051	1654.52829350245	2190.32008035641	2291.71436853446
ENSMUSG00000000154	Slc22a18	1400.69807812475	1273.69707397509	1077.66854961874	1301.41629735465	1176.24826698808	1503.62411454041	1499.68684189924	1429.5815361689	1030.28681712376	1155.92667269041	1219.9679736106	1725.33736603121	945.787613226119	1721.1903415442	1179.55247833289
ENSMUSG00000000157	Itgb2l	1.39632941784748	1.38963743716732	1.39693402187991	2.13951818239597	0.754311765634458	0	2.13784832222594	1.39825840289788	0.693226394879601	0.699876568114942	0.755366820658112	0.75643268672065	0.742303591440873	0	4.11158213813699
