ID,Description,n,setSize,percent,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,core_enrichment
GO:0140098,"catalytic activity, acting on RNA",142,336,42.26190476190476,0.461159797209625,1.9876304637331714,1.0570111740659494e-4,0.004888676680055016,0.003982335958432678,4518,Prim1/Dis3/Slfn9/Ddx20/Ddx59/Fancm/Ddx52/Xrn2/Eif4a1/Pde12/Rnmt/Ftsj3/Cars/Dbr1/Eif4a3/Pop4/Fen1/Polr1f/Cnot2/Alkbh8/Hars/Tut7/Ddx3x/Ptrh2/Ddx39a/Cnot7/Ddx5/Zc3h12c/Rpp38/Cpsf3/Ddx21/Nop2/Yars2/Rars/Apex1/Ddx1/Dhx15/Polr1a/Eprs/Eri1/Trnt1/Rpp40/Dars/Mettl6/Trmt10c/Ddx19b/G3bp1/Trmt2a/Ddx27/Polr3d/Vars2/Pnpt1/Aars/Ddx42/Gars/Mtrex/Crcp/Polrmt/Cnot6/Qtrt1/Ddx28/Brip1/Polr1e/Polr3h/Isg20l2/Snd1/Eri2/Ddx56/Ddx18/Dhx9/Lars/N4bp1/Rpp30/Dhx33/Tars/Wars/Trmt5/Ago2/Pop1/Nars/Ddx31/Mars1/Dhx29/Parn/Kars/Prorp/Tsen34/Slfn8/Polr2j/Trmt10a/Dicer1/Sars/Trmt11/Mettl15/Zc3h12a/Cmtr2/Pus10/Mettl5/Pus3/Iars2/Cmtr1/Ddx46/Rnaseh2a/Dhx36/Endog/Nsun2/Dhx38/Farsb/Farsa/Polr2h/Polr3k/Mettl16/Elac2/Ifih1/Nsun4/Rpp25/Dtwd2/Piwil2/Polr2m/Rpp14/Tfb2m/Alkbh3/Snrnp200/Mettl1/Iars/Aqr/Dtwd1/Mettl14/Dars2/Ddx24/Supv3l1/Aarsd1/Ddx49/Dis3l2/Polr2k/Polr3e/Dtd1/Tert/Rtcb/Dtd2/Trmt2b/Trit1
GO:0022834,ligand-gated channel activity,36,84,42.857142857142854,-0.5297939600400838,-2.050024107595604,1.1901749320578058e-4,0.005002900790862127,0.0040753833848748856,4442,Grik1/Scnn1a/Kcnj8/Asic2/P2rx4/Trpm5/Gria2/Glrb/Gabrd/Pkd2/Grik4/Cftr/Grid1/Kcnn2/Gabrg3/Rasa3/Kcnj10/Grik2/Kcnh2/Grin3a/P2rx2/Kcnn3/Chrnb4/Itpr1/Kcnma1/Grik5/Tpcn1/Grik3/Hcn2/Itpr2/Gria3/Trpm4/Ryr3/Mcoln1/Grid2/Ryr2
GO:0004866,endopeptidase inhibitor activity,21,107,19.626168224299064,0.6591308675227162,2.467801084270178,1.259695425309368e-4,0.005002900790862127,0.0040753833848748856,2259,Ltf/Xiap/Uchl5/Slpi/Cast/Csta1/Serpine1/Papln/Anxa2/Serpine2/Birc3/Serpinb11/Naip2/Birc5/Timp1/Usp14/Serpinb5/Rock1/Wfdc18/Serpinb8/App
GO:0003729,mRNA binding,129,284,45.42253521126761,0.4993637823583241,2.118555437406712,1.2867554668884122e-4,0.005002900790862127,0.0040753833848748856,3822,Serbp1/Dhfr/Ssb/Rsl1d1/Strap/Rbm24/Exosc9/Gnl3/Slpi/Tyms/Srsf1/Zfp36/Hnrnpk/Syncrip/Etf1/Srsf3/Eif4a3/Eif2s2/Sf3b6/Upf3b/Purb/Ncl/Larp4b/Alyref/Larp4/Srsf6/Utp23/Calr/Ddx3x/Hnrnpu/Slbp/Ddx5/Pkm/Nhp2/Zc3h12c/C1qbp/Ptbp3/Cnbp/Hnrnpd/Apobec1/Hnrnpa0/Zfp36l2/Denr/G3bp1/Rnps1/Exosc8/Rpl35/Nup98/Exosc4/Slc4a1ap/Tsn/Fyttd1/Dazap1/Rbmx/Ppp1r8/Rbms1/Ilf3/Ncbp1/Ythdf2/Shmt2/Eif3a/Cpsf6/Mrpl13/Secisbp2l/Rpl13a/Khdrbs1/Eif4g1/Fubp1/Cstf2/Dhx9/Hnrnpa1/Mex3d/Fubp3/Srbd1/N4bp1/Dhx33/Pum3/G3bp2/Pum2/Ago2/Eif3d/Nudt21/Tpr/Shmt1/Eif2a/Hnrnpr/Mrps7/Hnrnpm/Snip1/Rbm15b/Rps7/Mbd2/Zc3h12a/Celf1/Luc7l3/Rpl24/Gemin5/Chtop/Rps3/Rbfox2/Ybx1/Rpl30/Dhx36/Hnrnpc/Nsrp1/Myef2/Rps13/Eefsec/Ybx3/Ythdf3/Rps2/Cirbp/Hnrnpll/Arc/Srsf5/Ncbp3/Hnrnpa3/Rpl6/Ncbp2/Eif4enif1/Rpl5/Ireb2/Fmr1/Rbm8a/Piwil2/Nxf7/Lsm14a/Rps3a1/Pabpc4
GO:0030414,peptidase inhibitor activity,21,114,18.421052631578945,0.6457229803920178,2.4379938918115114,1.3064300289702344e-4,0.005002900790862127,0.0040753833848748856,2259,Ltf/Xiap/Uchl5/Slpi/Cast/Csta1/Serpine1/Papln/Anxa2/Serpine2/Birc3/Serpinb11/Naip2/Birc5/Timp1/Usp14/Serpinb5/Rock1/Wfdc18/Serpinb8/App
GO:0005267,potassium channel activity,44,88,50,-0.5265568055067905,-2.0578443505200457,1.3070641705856007e-4,0.005002900790862127,0.0040753833848748856,4064,Kcnip2/Trpm5/Snap25/Kcnk2/Gria2/Kcna6/Pkd2/Grik4/Kcna5/Kcnt2/Kcnc2/Kcnn2/Hcn3/Kcnk3/Kcnj10/Grik2/Kcnd1/Kcnd3/Abcc9/Kcng3/Kcnmb1/Kcnh2/Tmem175/Kcnb1/Kcnab2/Kcnn3/Kcne4/Kcna2/Kcnma1/Tmem38a/Kcnc1/Kcna1/Grik5/Kcns3/Kcnk5/Kcna4/Abcc8/Kcnt1/Grik3/Tmem38b/Hcn2/Kcnq4/Kcnq3/Kcnq2
GO:0048018,receptor ligand activity,16,282,5.673758865248227,0.4966852877058798,2.1031383132076873,1.5390064376566103e-4,0.005634701618146805,0.004590050915114372,516,Ppbp/Cxcl3/Il1a/Tnfsf10/Tnf/Cxcl1/Nppc/Adm/Hbegf/Inhba/Cxcl5/Clcf1/Il1b/Hmgb1/Hmgb2/Insl6
GO:0030295,protein kinase activator activity,7,89,7.865168539325842,0.6245124488462681,2.244087669407468,1.5879252655705669e-4,0.005634701618146805,0.004590050915114372,647,Ltf/Hmgb1/Pak2/Dbf4/Gprc5c/Tpx2/Ddx3x
GO:0030546,signaling receptor activator activity,16,290,5.517241379310345,0.48774951808544664,2.0638730343155833,1.6244184845107907e-4,0.005634701618146805,0.004590050915114372,516,Ppbp/Cxcl3/Il1a/Tnfsf10/Tnf/Cxcl1/Nppc/Adm/Hbegf/Inhba/Cxcl5/Clcf1/Il1b/Hmgb1/Hmgb2/Insl6
GO:0140657,ATP-dependent activity,174,480,36.25,0.4112086206180774,1.8365958213796838,2.655489619071109e-4,0.008932101445966456,0.007276126260867886,3529,Hells/Mcm3/Gtf2f2/Mcm4/Mcm6/Kif4/Ddx20/Rfc3/Smc2/Cct6a/Atad5/Ddx59/Fancm/Ddx52/Kif5b/Mcm2/Kif23/Top2a/Rfc4/Ruvbl2/Eif4a1/Xrcc5/Atad2/Dscc1/Tomm20/Atp11c/Mre11a/Smarca5/Tcp1/Kif11/Smc3/Blm/Ercc6l/Fignl1/Mcm7/Hspa4/Rfc1/Smc4/Abcf2/Cct8/Mcm5/Eif4a3/Abce1/Trip13/Msh6/Anxa1/Polq/Bbs12/Kif18a/Setx/Xrcc6/Hspa9/Chd1/Ddx3x/Xrcc2/Abcc4/Kif20a/Ddx39a/Cct2/Ddx5/Rad50/Ddx21/Cenpe/Nubp1/Ddx1/Dhx15/Kif14/Spast/Acsl5/Ddx19b/Acsl4/G3bp1/Smc1a/Ddx27/Kif20b/Psmc6/Dync1li1/Dna2/Vps4b/Clpx/Ddx42/Msh2/Spata5/Chd1l/Mtrex/Abcb10/Psmc1/Top2b/Ddx28/Brip1/Psmc4/Rfc2/Atad3a/Ttf2/Kif24/Dnah12/Abcb7/Wrn/Psmc3/Tap2/Hsp90aa1/Ide/Rbbp4/Rad54l/Recql4/Abcg1/Ddx56/Ddx18/Dhx9/Kif22/Cct7/Zgrf1/Hspd1/Myo1c/Dhx33/Mcm8/Pms2/Kifc1/Rfc5/Btaf1/Cct4/Ddx31/Ola1/Dhx29/Xrcc3/Hspa13/Ascc3/Cdk7/Atp1b3/Yme1l1/Katna1/Kif2a/Tap1/Atad1/Dicer1/Sec61g/Kif2c/Hsp90b1/Chtf18/Atp2a2/Pikfyve/Ipo8/Kif15/Kif3b/Hspa4l/Atp11b/Mfsd2a/Ddx46/Abcf1/Psmc2/Atp10b/Dhx36/Rad54l2/Hspa14/Atrx/Atp9b/Acsbg1/Atad2b/Ruvbl1/Rhobtb3/Mkks/Cct3/Nsf/Dhx38/Kif13a/Abca1/Atp11a/Recql/Rad51/Znfx1/Tmem30a/Slc27a2/Ifih1/Kifc5b
GO:0005539,glycosaminoglycan binding,16,186,8.60215053763441,0.544117100971138,2.2018755358576207,3.1612678837186255e-4,0.01032060985566963,0.008407210873418884,1009,Ltf/Cemip/Hbegf/H1f1/Lamc2/Selp/Hmgb1/Smoc1/Impg2/Ppia/Liph/C1qbp/Hmmr/Rpl22/Itgam/Ccl7
GO:0004252,serine-type endopeptidase activity,7,95,7.368421052631578,0.6771716623931457,2.4563232574715306,3.964903563361703e-4,0.01257440844380426,0.010243164393767528,202,Ltf/Hp/Gzmb/Cfb/Cma1/Prss12/Mmp13
GO:0004386,helicase activity,58,141,41.13475177304964,0.5938823755512215,2.3343102894169023,4.07911588567243e-4,0.012577273980823325,0.01024549867190824,2239,Hells/Mcm3/Gtf2f2/Mcm4/Mcm6/Ddx20/Rfc3/Ddx59/Fancm/Ddx52/Mcm2/Rfc4/Ruvbl2/Eif4a1/Xrcc5/Dscc1/Mre11a/Smarca5/Blm/Ercc6l/Mcm7/Mcm5/Eif4a3/Anxa1/Polq/Setx/Xrcc6/Chd1/Ddx3x/Ddx39a/Ddx5/Rad50/Ddx21/Ddx1/Dhx15/Ddx19b/G3bp1/Ddx27/Dna2/Ddx42/Chd1l/Mtrex/Ddx28/Brip1/Rfc2/Ttf2/Wrn/Rad54l/Recql4/Ddx56/Ddx18/Dhx9/Zgrf1/Dhx33/Mcm8/Rfc5/Ddx31/Dhx29
GO:0043539,protein serine/threonine kinase activator activity,1,46,2.1739130434782608,0.7375574437239766,2.397558105558854,4.6522847308498805e-4,0.013956854192549642,0.011369310337980219,1,Ltf
GO:0005506,iron ion binding,12,110,10.909090909090908,0.6184076590505202,2.32572420357882,4.830252036751976e-4,0.014109420423143929,0.011493591411551101,721,Ltf/Egln3/Alox12/Rrm2/Lcn2/Abce1/Slc11a2/Alkbh8/Sc5d/Calr/Cyp2j6/Agmo
