ID,Description,n,setSize,percent,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,core_enrichment
GO:0097014,ciliary plasm,45,105,42.857142857142854,-0.4234981109248606,-1.7104480046428658,9.536721473329199e-4,0.011989021280756707,0.008263963532339776,5283,Traf3ip1/Dnah1/Odad4/Dzip1l/Spata7/Bbs5/Arl6/Spef1/Septin9/Gas8/Prkar1a/Drc3/Dnah7b/Wdpcp/Ambra1/Tulp3/Cys1/Gli3/Dnah11/Tmem67/Hydin/Map4/Mapt/Rpgrip1l/Odad1/Efhc1/Kifap3/Rsph9/Cfap52/Ift57/Dync2i1/Dnal1/Wdr35/Dnai4/Inpp5e/Pik3r4/Gli2/Gli1/Bbs1/Arl3/Map1lc3b/Kif3a/Ttll3/Dync2h1/Atg14
GO:0005930,axoneme,44,103,42.71844660194174,-0.4235748444257125,-1.713374868260072,0.0010662899023651951,0.01304806738808323,0.008993957933472442,5283,Traf3ip1/Dnah1/Odad4/Dzip1l/Spata7/Bbs5/Arl6/Spef1/Septin9/Gas8/Prkar1a/Drc3/Dnah7b/Wdpcp/Ambra1/Tulp3/Cys1/Gli3/Dnah11/Tmem67/Hydin/Map4/Mapt/Rpgrip1l/Odad1/Efhc1/Kifap3/Rsph9/Cfap52/Ift57/Dnal1/Wdr35/Dnai4/Inpp5e/Pik3r4/Gli2/Gli1/Bbs1/Arl3/Map1lc3b/Kif3a/Ttll3/Dync2h1/Atg14
GO:1905368,peptidase complex,53,100,53,0.591717656040579,2.2801478866795724,0.0011085009559794953,0.01304806738808323,0.008993957933472442,3730,F3/Usp14/Eny2/Taf5l/Psmd14/Psmd13/Psmd1/Rad23b/Psma3/Taf10/Psma2/Spcs3/Psme3/Psmd11/Psmc4/Psmd12/Psmb2/Uchl5/Psmb7/Psmb6/Psmc1/Psmd9/Psma6/Psma1/Psmc2/Psma4/Psmd8/Sgf29/Txnl1/Psmc3/Psmf1/Kat2a/Psmc6/Sec11c/Ide/Psme4/Ubqln1/Psmb5/Pigu/Psmb3/Psma7/Psmd6/Psmb1/Psmd5/Pigt/Rad23a/Taf9/Psmd3/Tada2b/Vcp/Psma5/Sem1/Adrm1
GO:0000315,organellar large ribosomal subunit,42,59,71.1864406779661,0.7095280706189335,2.5094114585575884,0.0011120511978480027,0.01304806738808323,0.008993957933472442,3190,Mrpl40/Mrpl3/Mrpl47/Mrpl57/Mrpl41/Mrpl17/Mrpl58/Mrpl32/Mrpl20/Mrps30/Mrpl43/Mrpl19/Mrpl48/Mrpl46/Mrpl36/Mrpl15/Mrpl16/Mrpl55/Mrpl18/Ndufab1/Mrpl51/Mpv17l2/Mrpl35/Mrpl13/Mrpl11/Mrpl27/Mrpl50/Mrpl52/Mrpl1/Mrpl30/Mrpl33/Mrpl49/Mrpl54/Mrps18a/Mrpl10/Mrpl21/Mrpl28/Mrpl23/Mrpl2/Mrpl42/Mrpl39/Mrpl9
GO:0005762,mitochondrial large ribosomal subunit,42,59,71.1864406779661,0.7095280706189335,2.5094114585575884,0.0011120511978480027,0.01304806738808323,0.008993957933472442,3190,Mrpl40/Mrpl3/Mrpl47/Mrpl57/Mrpl41/Mrpl17/Mrpl58/Mrpl32/Mrpl20/Mrps30/Mrpl43/Mrpl19/Mrpl48/Mrpl46/Mrpl36/Mrpl15/Mrpl16/Mrpl55/Mrpl18/Ndufab1/Mrpl51/Mpv17l2/Mrpl35/Mrpl13/Mrpl11/Mrpl27/Mrpl50/Mrpl52/Mrpl1/Mrpl30/Mrpl33/Mrpl49/Mrpl54/Mrps18a/Mrpl10/Mrpl21/Mrpl28/Mrpl23/Mrpl2/Mrpl42/Mrpl39/Mrpl9
GO:0005819,spindle,129,315,40.95238095238095,0.42161652452363335,1.8304874154614685,0.0014861039489961517,0.01715110131300477,0.011822155659831336,3638,Ect2/Plk2/Kif18a/Kntc1/Kif23/Haus2/Poc1a/Cdc6/Npm1/Haus6/Calm1/Bora/Kif11/Cdc25b/Wdr73/Haus7/Aurkb/Nudcd2/Racgap1/Nusap1/Aspm/Spata5/Cul3/Wapl/Ska3/Cltc/Cep295/Cdk1/Knstrn/Nek2/Haus1/Kif22/Nedd1/Atm/Tacc3/Haus4/Eml4/Ckap2l/Kif14/Birc5/Kif20b/Plk4/Nup62/Bex4/Plk1/Cbx3/Smc3/Ttk/Mapre1/Pinx1/Aunip/Sgo1/Cep85/Kif18b/Sac3d1/Cdca8/Spdl1/Prc1/Katnbl1/Haus3/Cdc16/Ccnb1/Cenpe/Aaas/Wdr62/Akt1/Rab11a/Incenp/Tpt1/Ska1/Fbxo5/Tubgcp2/Xiap/Dlgap5/Tpx2/Mzt1/Kat2a/Haspin/Kif20a/Rcc2/Lats1/Slc25a5/Ctdp1/Spag5/Cdk5rap2/Hnrnpu/Cdc27/Jtb/Rsph1/Nexmif/Myc/Cttn/Ckap5/Katnb1/Dcun1d5/Champ1/Hdac3/Kif2a/Nsmce1/Cenpf/Dynlt3/Kdf1/Smc6/Topors/Kifc1/Arl8b/Rae1/Haus8/Haus5/Tubg1/Nubp2/Aurka/Kif2c/Gpsm2/Septin2/Mad2l2/Cdc42/Vps4b/Mad2l1/Ska2/Smc1a/Bccip/Stag1/Lsm14a/Tbl1xr1/Mzt2/Bod1/Rps3/Ppp2r3c
GO:0000176,nuclear exosome (RNase complex),9,14,64.28571428571429,0.7875413952828402,2.0094831469733663,0.0016082719820631505,0.01826166895762029,0.01258766356079987,1539,Mphosph6/Exosc9/Dis3/Wdr74/Exosc2/Exosc1/Exosc3/Exosc4/Exosc7
GO:0098799,outer mitochondrial membrane protein complex,12,14,85.71428571428571,0.769200526036097,1.9626847591388628,0.0016426731973087805,0.01835030188936661,0.01264875773175539,3386,Mtx2/Samm50/Tomm20/Tomm70a/Tomm40/Tomm5/Dnajc11/Mtx1/Tomm22/Tomm7/Tomm6/Tomm40l
GO:0001527,microfibril,9,13,69.23076923076923,-0.7313304760810502,-1.8508767170130245,0.0016747420599739933,0.01835030188936661,0.01264875773175539,3501,Ltbp4/Mfap1a/Adamtsl5/Mfap4/Efemp2/Mfap2/Fbn2/Ltbp1/Adamts10
GO:0031091,platelet alpha granule,1,14,7.142857142857142,0.7670542886235266,1.9572084401341774,0.0016942750323989057,0.01835030188936661,0.01264875773175539,4,Ppbp
