UniqueCount	AmbigCount
0	0
0	0
41	255
29	194
164	148
0	0
39	0
32	0
16	0
0	0
24	0
0	0
60	3
103	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
11	101
0	70
2	79
0	47
7	25
1	1
0	32
0	33
2	0
0	0
3	0
0	0
0	0
0	0
0	0
3	2
9	6
0	0
6	0
12	44
17	880
161	1457
7	256
1	975
18	0
117	218
6	694
0	281
5	1255
2339	2085
0	1268
3	1011
24	599
1	423
22	1398
4	909
248	241
392	3467
12	3467
5	67
0	0
0	2
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1352
32	2007
31	362
101	1373
70	199
1	118
4	1698
55	621
0	0
3	0
0	0
5	3
0	39
0	39
0	6
0	18
1	8
0	0
0	0
0	0
1	0
0	0
2	198
0	392
411	27
0	22
0	1
99	4366
53	132
3	78
3	1827
0	3688
204	533
2	1578
33	46
12	427
5	42
30	123
1	441
123	43
0	661
8	0
1	8
0	0
4	24
0	79
0	79
0	79
0	1
0	3
0	65
0	57
0	14
0	79
0	6
0	3
0	8
0	9
0	0
0	0
3	42
0	0
0	0
0	0
0	0
765	3284
1	358
0	29
0	2348
0	0
0	774
508	2
35	195
61	3175
2	3064
3	348
0	0
0	0
0	0
30	0
4	0
2	0
42	0
0	0
163	0
0	0
2	0
0	0
0	0
0	6
0	8
0	9
0	8
0	2
0	1
0	1
0	0
1	5
0	0
0	0
0	0
1	6
0	6
0	33
0	7
0	0
0	0
0	0
1	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
686	2
2	22
0	21
0	2
0	1
1	12
12	4
0	4
0	378
2	2
2	4
5	0
0	4
0	0
116	131
4	131
0	19
2	12
0	46
3443	6
0	2
0	0
0	1
0	1
0	2
0	1
0	0
1	355
1	349
0	366
28	5
0	252
2	292
1	1
0	0
0	357
1	9
2	34
1	293
23	24
38	24
0	0
0	0
0	0
0	0
1	0
0	0
15	301
63	231
0	101
0	150
36	141
1	0
6	14
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
236	1737
0	861
8	993
0	533
128	1020
10	363
26	279
39	3
0	36
124	929
334	159
0	134
0	382
0	53
12	479
86	467
0	113
0	390
0	111
0	90
3	733
0	69
0	0
722	44
3	103
53	47
7	58
9	39
0	8
0	10
4	157
24	6
23	46
4	10
0	119
4808	7622
0	722
6	995
146	377
18	48
0	0
16	5480
183	0
51	269
0	736
0	37
11	37
6	0
11	0
0	0
0	0
3	9
1	0
0	0
0	2
0	0
0	0
2124	1532
55	31
2	609
0	0
18	272
0	0
0	222
1	219
0	652
0	193
0	0
0	11
